,English,Family Composition,Generation,Parents education,Family Income,athletic level,F1_Work(h/week),F2_College entrance,F2_transferred,F2_grant,F1_units in math,F1_Std Math,high school attendence,S-T relationship,School Urbanicity,%Hispanic teacher,%Hispanic_NR teacher,%white teacher,%Black teacher,%Asian teacher,%Hawaiian teacher,%Indian teacher,Number of school activities,credits(first year),9_12_GPA,F3_GPA(first year),F3_Highest level of education,Std Math/Reading,Ins_attended,F3_GPA(all),gender_Female,gender_Male,Race_Amer. Indian/Alaska Native,"Race_Asian, Hawaii/Pac. Islander",Race_Black or African American,Race_Hispanic,Race_More than one race,Race_White,Marital_Par_Married,Marital_Par_Married_chld,Marital_Par_Single,Marital_Par_Single_chld
4442,1.0,1.0,3.0,6.0,10,2.0,0.0,2.0,0.0,0.0,4.0,47.42,5.0,0.069,2,0.0,0.0,89.0,11.0,0.0,0.0,0.0,2.0,22.0,4.0,2.5,0.0,47.97,2.0,2.5,0,1,0,0,0,0,0,1,0,0,1,0
4452,1.0,1.0,3.0,6.0,9,2.0,2.0,3.0,0.0,1.0,4.0,51.9,5.0,0.324,2,0.0,0.0,89.0,11.0,0.0,0.0,0.0,2.0,37.0,6.0,2.75,1.0,62.55,1.0,3.0,1,0,0,0,0,0,0,1,0,0,1,0
4455,1.0,2.0,3.0,1.0,9,1.0,4.0,1.0,0.0,1.0,5.0,52.61,5.0,0.579,2,0.0,0.0,89.0,11.0,0.0,0.0,0.0,0.0,31.0,4.0,2.5,0.0,56.27,2.0,2.5,0,1,0,0,1,0,0,0,0,0,1,0
4456,1.0,1.0,3.0,6.0,11,0.0,0.0,3.0,0.0,0.0,6.0,52.48,5.0,0.069,2,0.0,0.0,89.0,11.0,0.0,0.0,0.0,0.0,28.0,5.0,3.0,0.0,53.61,1.0,1.75,1,0,0,0,0,0,0,1,0,0,1,0
4480,1.0,1.0,3.0,3.0,11,2.0,4.0,3.0,0.0,0.0,4.0,46.2,5.0,1.607,2,1.0,0.0,88.0,11.0,1.0,1.0,0.0,1.0,27.0,3.0,2.0,1.0,51.67,2.0,2.25,0,1,0,0,0,0,0,1,0,0,1,0
4492,1.0,1.0,2.0,7.0,12,2.0,1.0,4.0,0.0,1.0,4.0,63.75,5.0,0.742,2,3.0,0.0,92.0,5.0,1.0,0.0,0.0,2.0,29.0,6.0,3.5,1.0,66.4,1.0,3.75,1,0,0,0,0,0,0,1,0,0,1,0
4495,1.0,1.0,1.0,6.0,11,2.0,0.0,4.0,0.0,0.0,4.0,66.59,5.0,0.324,2,3.0,0.0,92.0,5.0,1.0,0.0,0.0,1.0,32.0,5.0,2.75,1.0,73.36,1.0,3.0,0,1,0,1,0,0,0,0,0,0,1,0
4568,1.0,1.0,3.0,2.0,11,2.0,6.0,3.0,0.0,0.0,4.0,59.36,5.0,0.997,2,3.0,0.0,94.0,3.0,0.0,0.0,0.0,1.0,30.0,6.0,3.5,1.0,65.06,1.0,3.25,0,1,0,0,0,0,0,1,0,0,1,0
4674,0.0,1.0,2.0,2.0,6,2.0,0.0,4.0,0.0,1.0,5.0,70.71,5.0,0.579,2,0.0,0.0,75.0,25.0,0.0,0.0,0.0,4.0,17.0,6.0,3.25,1.0,64.7,1.0,3.5,0,1,0,1,0,0,0,0,0,0,1,0
4708,1.0,1.0,3.0,7.0,12,3.0,0.0,3.0,0.0,0.0,4.0,66.43,5.0,1.252,2,0.0,0.0,71.0,29.0,0.0,0.0,0.0,5.0,33.0,6.0,2.25,1.0,65.96,2.0,2.75,0,1,0,0,0,0,0,1,0,0,1,0
4718,1.0,5.0,3.0,8.0,8,3.0,4.0,3.0,0.0,1.0,3.0,59.02,5.0,0.997,2,0.0,0.0,71.0,29.0,0.0,0.0,0.0,2.0,13.0,5.0,1.25,0.0,49.3,2.0,2.75,1,0,0,0,0,0,0,1,0,0,1,0
4719,1.0,1.0,3.0,7.0,11,0.0,1.0,4.0,0.0,1.0,4.0,61.72,5.0,0.324,2,0.0,0.0,71.0,29.0,0.0,0.0,0.0,3.0,27.0,6.0,3.75,1.0,60.45,1.0,3.5,0,1,0,0,0,0,0,1,0,0,1,0
4720,1.0,1.0,3.0,8.0,11,0.0,4.0,3.0,0.0,1.0,3.0,55.13,5.0,0.324,2,0.0,0.0,71.0,29.0,0.0,0.0,0.0,0.0,12.0,6.0,3.5,1.0,63.55,1.0,3.0,1,0,0,0,0,0,0,1,0,0,1,0
4721,1.0,1.0,3.0,8.0,13,3.0,4.0,4.0,0.0,0.0,4.0,71.3,5.0,0.069,2,0.0,0.0,71.0,29.0,0.0,0.0,0.0,2.0,26.0,6.0,4.0,0.0,75.76,2.0,4.0,0,1,0,0,0,0,0,1,0,0,1,0
4756,1.0,2.0,3.0,3.0,9,0.0,5.0,4.0,1.0,1.0,4.0,56.5,5.0,0.069,2,1.0,0.0,92.0,8.0,0.0,0.0,0.0,2.0,26.0,4.0,2.5,0.0,57.61,1.0,3.0,0,1,0,0,1,0,0,0,0,0,1,0
4770,0.0,1.0,1.0,6.0,9,1.0,1.0,4.0,0.0,1.0,4.0,64.93,5.0,0.069,2,3.0,0.0,81.0,14.0,2.0,0.0,1.0,2.0,29.0,6.0,4.0,1.0,65.65,1.0,3.75,1,0,0,0,0,0,0,1,0,0,1,0
4780,1.0,1.0,3.0,6.0,12,0.0,0.0,4.0,0.0,1.0,3.0,63.48,5.0,0.069,2,3.0,0.0,81.0,14.0,2.0,0.0,1.0,2.0,33.0,6.0,4.0,1.0,61.54,2.0,4.0,1,0,0,0,0,0,0,1,0,0,1,0
4785,1.0,1.0,3.0,7.0,13,1.0,0.0,4.0,0.0,0.0,4.0,65.12,5.0,0.324,2,3.0,0.0,81.0,14.0,2.0,0.0,1.0,2.0,25.0,6.0,3.5,1.0,63.2,1.0,3.75,0,1,0,0,0,0,0,1,0,0,1,0
4791,1.0,1.0,3.0,7.0,13,0.0,0.0,4.0,0.0,0.0,4.0,63.5,5.0,0.069,2,3.0,0.0,81.0,14.0,2.0,0.0,1.0,2.0,36.0,5.0,2.75,1.0,66.28,2.0,3.25,1,0,0,0,0,0,0,1,0,0,1,0
4794,1.0,1.0,3.0,6.0,12,1.0,5.0,3.0,0.0,0.0,4.0,56.02,5.0,0.069,2,3.0,0.0,81.0,14.0,2.0,0.0,1.0,1.0,31.0,5.0,3.0,1.0,61.8,1.0,3.0,1,0,0,0,0,0,0,1,0,0,1,0
4800,0.0,1.0,2.0,6.0,8,3.0,3.0,3.0,1.0,0.0,4.0,53.24,5.0,1.421,2,3.0,0.0,78.0,14.0,4.0,0.0,0.0,1.0,0.0,4.0,0.0,1.0,50.37,1.0,3.0,1,0,0,1,0,0,0,0,0,0,1,0
4814,1.0,5.0,1.0,2.0,9,1.0,4.0,3.0,1.0,1.0,4.0,64.78,5.0,0.324,2,1.0,0.0,96.0,2.0,1.0,0.0,0.0,3.0,29.0,6.0,3.25,1.0,64.86,2.0,3.25,1,0,0,1,0,0,0,0,0,0,1,0
4823,1.0,1.0,3.0,6.0,10,0.0,5.0,3.0,0.0,0.0,2.0,56.87,5.0,0.069,2,1.0,0.0,96.0,2.0,1.0,0.0,0.0,3.0,25.0,5.0,3.25,1.0,61.17,1.0,3.75,1,0,0,0,0,0,0,1,0,0,1,0
4827,1.0,2.0,3.0,7.0,12,1.0,2.0,4.0,0.0,0.0,4.0,65.0,5.0,0.069,2,1.0,0.0,96.0,2.0,1.0,0.0,0.0,3.0,27.0,6.0,3.5,1.0,67.68,1.0,3.75,1,0,0,0,0,0,0,1,0,0,1,0
4828,1.0,1.0,3.0,4.0,12,2.0,1.0,3.0,0.0,1.0,4.0,49.61,5.0,0.324,2,1.0,0.0,96.0,2.0,1.0,0.0,0.0,0.0,28.0,5.0,3.0,1.0,48.29,2.0,3.25,1,0,0,0,0,0,0,1,0,0,1,0
4833,1.0,1.0,3.0,7.0,12,2.0,6.0,3.0,0.0,0.0,6.0,66.12,5.0,0.324,3,1.0,0.0,92.0,8.0,0.0,0.0,0.0,2.0,26.0,6.0,1.75,1.0,67.83,1.0,2.25,0,1,0,0,0,0,0,1,0,0,1,0
4869,0.0,1.0,3.0,6.0,9,1.0,0.0,4.0,0.0,1.0,6.0,63.93,5.0,0.324,3,1.0,0.0,94.0,4.0,1.0,0.0,0.0,0.0,39.0,6.0,4.0,1.0,61.67,1.0,4.0,0,1,0,1,0,0,0,0,0,0,1,0
4874,1.0,1.0,3.0,6.0,10,0.0,4.0,3.0,1.0,1.0,5.0,52.38,5.0,0.579,3,1.0,0.0,94.0,4.0,1.0,0.0,0.0,0.0,27.0,4.0,3.25,0.0,50.93,1.0,3.5,1,0,0,0,0,0,0,1,0,0,1,0
4879,1.0,1.0,3.0,6.0,9,1.0,4.0,4.0,1.0,1.0,4.0,52.6,5.0,0.579,3,1.0,0.0,94.0,4.0,1.0,0.0,0.0,1.0,30.0,4.0,2.5,1.0,47.08,1.0,3.25,1,0,0,0,0,0,0,1,0,0,1,0
4880,1.0,1.0,3.0,5.0,10,1.0,3.0,4.0,0.0,1.0,5.0,62.8,5.0,0.579,3,1.0,0.0,94.0,4.0,1.0,0.0,0.0,2.0,18.0,6.0,4.0,1.0,66.32,1.0,3.75,1,0,0,0,0,0,0,1,0,0,1,0
4967,1.0,1.0,3.0,7.0,10,1.0,0.0,3.0,0.0,0.0,4.0,65.3,5.0,0.579,3,0.0,0.0,100.0,0.0,0.0,0.0,0.0,5.0,29.0,6.0,2.75,1.0,66.63,1.0,2.75,0,1,0,0,0,0,0,1,0,0,1,0
4974,1.0,1.0,3.0,6.0,11,2.0,4.0,4.0,0.0,1.0,4.0,68.8,5.0,2.349,3,0.0,0.0,100.0,0.0,0.0,0.0,0.0,5.0,25.0,6.0,3.75,1.0,67.49,1.0,3.75,0,1,0,0,0,0,0,1,0,0,1,0
4975,1.0,5.0,3.0,2.0,6,1.0,3.0,3.0,0.0,1.0,4.0,61.35,5.0,0.579,3,0.0,0.0,100.0,0.0,0.0,0.0,0.0,4.0,30.0,6.0,4.0,1.0,56.9,1.0,4.0,1,0,0,0,0,0,0,1,0,0,1,0
5064,1.0,1.0,3.0,2.0,9,2.0,2.0,3.0,0.0,1.0,4.0,52.09,5.0,0.069,3,0.0,0.0,100.0,0.0,0.0,0.0,0.0,2.0,48.0,5.0,3.25,1.0,55.45,1.0,3.5,1,0,0,0,0,0,0,1,0,0,1,0
5198,1.0,1.0,3.0,7.0,11,0.0,4.0,3.0,0.0,1.0,4.0,53.27,5.0,0.934,3,3.0,0.0,90.0,3.0,2.0,1.0,0.0,2.0,30.0,5.0,3.0,0.0,51.54,1.0,3.5,1,0,0,0,0,0,0,1,0,0,1,0
5199,1.0,1.0,3.0,6.0,10,0.0,3.0,4.0,1.0,1.0,4.0,51.97,5.0,0.324,3,3.0,0.0,90.0,3.0,2.0,1.0,0.0,0.0,22.0,5.0,2.25,0.0,45.19,1.0,2.5,1,0,0,0,0,0,1,0,0,0,1,0
5251,1.0,1.0,3.0,6.0,12,0.0,4.0,4.0,0.0,0.0,4.0,67.85,5.0,0.069,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,26.0,4.0,3.25,0.0,71.24,1.0,2.75,0,1,0,0,0,0,0,1,0,0,1,0
5259,1.0,1.0,3.0,6.0,11,2.0,0.0,3.0,0.0,0.0,4.0,69.21,5.0,0.742,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,27.0,6.0,2.75,1.0,73.3,1.0,2.5,0,1,0,0,0,0,0,1,0,0,1,0
5260,1.0,2.0,3.0,6.0,9,1.0,1.0,4.0,0.0,1.0,4.0,51.81,5.0,0.487,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,28.0,6.0,3.0,1.0,51.7,1.0,3.25,1,0,0,0,1,0,0,0,0,0,1,0
5270,1.0,5.0,3.0,5.0,9,0.0,4.0,4.0,0.0,1.0,4.0,66.09,5.0,0.324,3,0.0,0.0,96.0,3.0,0.0,0.0,0.0,0.0,33.0,4.0,4.0,1.0,69.62,2.0,3.75,1,0,0,0,0,0,0,1,0,0,1,0
5276,0.0,1.0,2.0,2.0,11,0.0,5.0,3.0,0.0,1.0,4.0,68.18,5.0,0.324,3,0.0,0.0,96.0,3.0,0.0,0.0,0.0,0.0,24.0,4.0,2.75,0.0,70.89,2.0,3.25,0,1,0,1,0,0,0,0,0,0,1,0
5302,0.0,1.0,1.0,6.0,6,1.0,0.0,4.0,1.0,1.0,3.0,52.31,5.0,0.069,1,1.0,0.0,70.0,30.0,0.0,0.0,0.0,1.0,26.0,6.0,2.5,1.0,59.13,1.0,2.75,1,0,0,1,0,0,0,0,0,0,1,0
5320,1.0,1.0,3.0,8.0,11,1.0,1.0,3.0,0.0,0.0,4.0,47.55,5.0,0.579,1,1.0,0.0,80.0,20.0,0.0,0.0,0.0,1.0,21.0,5.0,1.75,1.0,49.94,1.0,3.0,1,0,0,0,0,0,0,1,0,0,1,0
5329,1.0,1.0,3.0,7.0,12,1.0,8.0,2.0,0.0,1.0,4.0,50.82,5.0,0.324,1,1.0,0.0,80.0,20.0,0.0,0.0,0.0,1.0,37.0,5.0,2.75,1.0,54.71,2.0,3.25,1,0,0,0,0,0,0,1,0,0,1,0
5330,1.0,2.0,3.0,2.0,9,0.0,5.0,3.0,0.0,1.0,3.0,52.55,5.0,0.811,1,1.0,0.0,80.0,20.0,0.0,0.0,0.0,4.0,22.0,4.0,2.0,0.0,51.19,1.0,2.0,1,0,0,0,0,0,0,1,0,0,1,0
5379,1.0,1.0,3.0,4.0,12,0.0,7.0,2.0,0.0,0.0,4.0,43.07,5.0,0.579,1,0.0,0.0,53.0,47.0,0.0,0.0,0.0,0.0,30.0,4.0,2.75,1.0,47.02,1.0,3.0,1,0,0,0,0,0,0,1,0,0,1,0
5386,1.0,1.0,3.0,6.0,13,2.0,7.0,2.0,0.0,1.0,4.0,55.15,5.0,0.324,1,0.0,0.0,53.0,47.0,0.0,0.0,0.0,5.0,26.0,6.0,3.0,1.0,54.35,1.0,3.25,1,0,0,0,0,0,0,1,0,0,1,0
5391,1.0,3.0,3.0,5.0,11,0.0,4.0,3.0,0.0,0.0,4.0,50.26,5.0,0.997,1,1.0,0.0,63.0,36.0,1.0,0.0,0.0,1.0,26.0,5.0,2.5,1.0,51.14,1.0,2.75,1,0,0,0,0,0,0,1,0,0,1,0
5404,1.0,1.0,3.0,5.0,8,0.0,7.0,3.0,0.0,1.0,4.0,54.85,5.0,1.066,1,1.0,0.0,63.0,36.0,1.0,0.0,0.0,0.0,24.0,6.0,3.25,1.0,58.34,1.0,3.75,0,1,0,0,0,0,0,1,0,0,1,0
5426,1.0,2.0,3.0,2.0,6,0.0,5.0,2.0,0.0,1.0,4.0,51.07,5.0,0.324,1,3.0,0.0,85.0,13.0,0.0,0.0,0.0,6.0,27.0,6.0,2.0,1.0,56.41,1.0,3.0,1,0,0,0,1,0,0,0,0,0,1,0
5430,0.0,1.0,2.0,1.0,8,0.0,0.0,4.0,1.0,1.0,5.0,61.23,5.0,0.324,1,3.0,0.0,85.0,13.0,0.0,0.0,0.0,2.0,16.0,6.0,3.25,0.0,56.06,1.0,2.75,0,1,0,1,0,0,0,0,0,0,1,0
5432,1.0,1.0,3.0,6.0,11,2.0,0.0,3.0,1.0,1.0,6.0,55.95,5.0,0.069,1,3.0,0.0,85.0,13.0,0.0,0.0,0.0,3.0,25.0,6.0,2.25,1.0,53.37,1.0,3.25,1,0,0,0,0,0,0,1,0,0,1,0
5436,0.0,1.0,2.0,4.0,10,0.0,4.0,3.0,0.0,1.0,3.0,51.75,5.0,0.324,1,3.0,0.0,85.0,13.0,0.0,0.0,0.0,6.0,6.0,6.0,4.0,1.0,54.81,1.0,3.0,1,0,0,1,0,0,0,0,0,0,1,0
5467,1.0,1.0,3.0,7.0,10,0.0,0.0,4.0,0.0,1.0,5.0,64.54,5.0,0.069,2,0.0,0.0,100.0,0.0,0.0,0.0,0.0,4.0,3.0,6.0,4.0,1.0,72.5,2.0,3.25,0,1,0,0,0,0,0,1,0,0,1,0
5468,1.0,1.0,3.0,2.0,8,0.0,0.0,4.0,0.0,0.0,3.0,53.54,5.0,0.997,2,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,13.0,5.0,3.25,0.0,58.3,1.0,3.75,1,0,0,0,0,0,0,1,1,0,0,0
5469,1.0,1.0,3.0,3.0,11,2.0,0.0,3.0,0.0,1.0,4.0,44.59,5.0,0.934,2,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,29.0,5.0,2.25,1.0,47.05,2.0,2.5,1,0,0,0,0,0,0,1,0,0,1,0
5478,1.0,1.0,3.0,7.0,8,0.0,0.0,4.0,0.0,1.0,4.0,63.93,5.0,1.484,2,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,35.0,6.0,3.0,0.0,72.5,1.0,2.0,0,1,0,0,0,0,0,1,0,0,1,0
5485,1.0,1.0,3.0,3.0,10,0.0,3.0,4.0,0.0,1.0,5.0,62.48,5.0,1.097,2,2.0,0.0,90.0,10.0,0.0,0.0,0.0,5.0,29.0,6.0,4.0,1.0,63.37,1.0,4.0,1,0,0,0,0,0,0,1,0,0,1,0
5506,1.0,1.0,3.0,6.0,10,2.0,2.0,4.0,0.0,1.0,5.0,66.8,5.0,0.425,2,2.0,0.0,90.0,10.0,0.0,0.0,0.0,3.0,35.0,6.0,4.0,0.0,66.82,2.0,4.0,1,0,0,0,0,0,0,1,0,0,1,0
5508,1.0,2.0,3.0,5.0,12,0.0,0.0,3.0,0.0,1.0,4.0,55.11,5.0,0.324,2,2.0,0.0,88.0,10.0,0.0,0.0,0.0,3.0,28.0,5.0,2.5,1.0,47.57,2.0,2.75,1,0,0,0,0,0,0,1,0,0,1,0
5512,1.0,3.0,3.0,6.0,10,2.0,1.0,4.0,0.0,1.0,4.0,69.03,5.0,0.069,2,2.0,0.0,88.0,10.0,0.0,0.0,0.0,2.0,32.0,6.0,3.75,1.0,62.84,2.0,3.5,0,1,0,0,0,0,0,1,0,0,1,0
5513,1.0,5.0,3.0,6.0,9,1.0,1.0,3.0,0.0,1.0,3.0,56.85,5.0,0.68,2,2.0,0.0,88.0,10.0,0.0,0.0,0.0,1.0,27.0,5.0,3.5,1.0,55.11,1.0,2.75,0,1,0,0,0,0,0,1,0,0,1,0
5517,1.0,1.0,3.0,6.0,9,0.0,3.0,4.0,1.0,1.0,4.0,56.36,5.0,0.324,2,2.0,0.0,88.0,10.0,0.0,0.0,0.0,0.0,35.0,4.0,3.0,1.0,59.75,1.0,3.0,1,0,0,0,0,0,0,1,0,0,1,0
5518,1.0,5.0,3.0,6.0,7,2.0,0.0,3.0,0.0,1.0,5.0,69.32,5.0,1.607,2,2.0,0.0,88.0,10.0,0.0,0.0,0.0,2.0,29.0,6.0,3.25,1.0,67.73,2.0,3.75,1,0,0,0,0,0,0,1,0,0,1,0
5521,1.0,1.0,3.0,6.0,11,2.0,1.0,4.0,0.0,1.0,4.0,65.01,5.0,0.069,2,2.0,0.0,88.0,10.0,0.0,0.0,0.0,0.0,28.0,6.0,3.5,1.0,57.17,1.0,3.5,0,1,0,0,0,0,0,1,0,0,1,0
5522,1.0,1.0,3.0,8.0,12,0.0,0.0,4.0,0.0,0.0,5.0,66.57,5.0,0.069,2,2.0,0.0,88.0,10.0,0.0,0.0,0.0,1.0,29.0,6.0,3.75,1.0,68.17,2.0,3.25,0,1,0,0,0,0,0,1,0,0,1,0
5525,0.0,1.0,2.0,8.0,12,1.0,0.0,3.0,0.0,0.0,5.0,68.93,5.0,0.069,2,2.0,0.0,88.0,10.0,0.0,0.0,0.0,2.0,26.0,6.0,3.0,1.0,63.46,2.0,2.75,0,1,0,1,0,0,0,0,0,0,1,0
5570,1.0,1.0,3.0,6.0,10,2.0,4.0,4.0,1.0,0.0,6.0,60.87,5.0,0.579,2,0.0,0.0,94.0,6.0,0.0,0.0,0.0,3.0,31.0,6.0,3.25,1.0,64.69,1.0,3.25,1,0,0,0,0,0,0,1,0,0,1,0
5571,1.0,1.0,3.0,2.0,7,3.0,0.0,3.0,0.0,1.0,3.0,53.74,5.0,0.324,2,0.0,0.0,94.0,6.0,0.0,0.0,0.0,2.0,22.0,6.0,3.5,1.0,61.82,1.0,3.5,0,1,0,0,0,0,0,1,0,0,1,0
5579,1.0,2.0,3.0,2.0,7,2.0,0.0,4.0,0.0,1.0,5.0,60.23,5.0,0.069,2,0.0,0.0,94.0,6.0,0.0,0.0,0.0,4.0,15.0,6.0,3.75,0.0,59.04,1.0,3.25,1,0,0,0,0,0,0,1,1,0,0,0
5589,1.0,1.0,3.0,5.0,10,2.0,3.0,4.0,0.0,1.0,5.0,57.15,5.0,0.324,2,0.0,0.0,94.0,6.0,0.0,0.0,0.0,1.0,18.0,6.0,3.25,1.0,58.42,1.0,2.75,1,0,0,0,0,0,0,1,0,0,1,0
5714,1.0,5.0,3.0,3.0,7,2.0,8.0,1.0,0.0,1.0,4.0,42.64,5.0,0.324,2,3.0,0.0,91.0,6.0,0.0,0.0,0.0,0.0,18.0,4.0,1.5,0.0,39.97,2.0,2.75,0,1,0,0,0,0,0,1,0,0,1,0
5715,1.0,1.0,3.0,8.0,11,2.0,4.0,4.0,0.0,1.0,4.0,57.94,5.0,0.324,2,3.0,0.0,91.0,6.0,0.0,0.0,0.0,4.0,34.0,6.0,3.5,1.0,59.24,2.0,3.5,1,0,0,0,0,0,0,1,1,0,0,0
5724,1.0,2.0,3.0,7.0,9,2.0,1.0,3.0,0.0,1.0,4.0,62.64,5.0,0.324,2,3.0,0.0,91.0,6.0,0.0,0.0,0.0,1.0,43.0,6.0,3.75,1.0,68.71,2.0,3.75,0,1,0,0,0,0,0,1,0,0,1,0
5729,1.0,1.0,3.0,2.0,9,2.0,8.0,3.0,0.0,1.0,4.0,53.32,5.0,0.579,2,3.0,0.0,91.0,6.0,0.0,0.0,0.0,0.0,27.0,5.0,2.25,0.0,52.11,2.0,2.25,0,1,0,0,0,0,0,1,0,0,1,0
5751,1.0,5.0,3.0,4.0,9,0.0,0.0,4.0,0.0,1.0,3.0,53.99,5.0,1.066,2,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,33.0,6.0,4.0,1.0,57.85,2.0,4.0,0,1,0,0,0,0,0,1,0,0,1,0
5765,1.0,1.0,3.0,5.0,9,2.0,5.0,4.0,0.0,1.0,6.0,53.44,5.0,0.579,2,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,27.0,4.0,2.0,0.0,46.63,2.0,1.75,0,1,0,0,0,0,1,0,0,0,1,0
5766,1.0,2.0,3.0,6.0,9,0.0,2.0,3.0,0.0,1.0,6.0,59.9,5.0,1.607,2,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,26.0,6.0,2.75,1.0,60.06,1.0,2.75,1,0,0,0,0,0,0,1,0,0,1,0
5786,1.0,7.0,3.0,3.0,5,0.0,5.0,3.0,1.0,1.0,4.0,42.79,5.0,0.324,2,2.0,0.0,91.0,7.0,0.0,0.0,0.0,2.0,26.0,3.0,2.0,1.0,47.06,1.0,2.75,1,0,0,0,1,0,0,0,0,0,1,0
5792,1.0,1.0,3.0,4.0,9,2.0,2.0,3.0,0.0,0.0,4.0,51.83,5.0,0.934,2,2.0,0.0,91.0,7.0,0.0,0.0,0.0,2.0,27.0,6.0,4.0,1.0,52.2,1.0,4.0,1,0,0,0,0,0,0,1,0,0,1,0
5793,1.0,1.0,3.0,4.0,12,2.0,6.0,4.0,1.0,1.0,3.0,61.3,5.0,0.934,2,2.0,0.0,91.0,7.0,0.0,0.0,0.0,2.0,23.0,6.0,3.5,1.0,63.55,1.0,3.0,1,0,0,0,0,0,0,1,0,0,1,0
5794,1.0,6.0,3.0,5.0,10,0.0,5.0,4.0,0.0,1.0,4.0,67.6,5.0,1.252,2,2.0,0.0,91.0,7.0,0.0,0.0,0.0,0.0,32.0,6.0,4.0,1.0,69.54,1.0,3.75,1,0,0,0,0,0,0,1,0,0,0,1
5819,0.0,2.0,1.0,5.0,7,0.0,2.0,4.0,0.0,1.0,5.0,59.09,5.0,1.352,2,2.0,0.0,88.0,10.0,0.0,0.0,0.0,3.0,5.0,5.0,4.0,1.0,61.1,1.0,3.25,1,0,0,0,0,0,0,1,0,0,1,0
5830,1.0,2.0,3.0,3.0,10,0.0,5.0,3.0,0.0,0.0,5.0,59.08,5.0,0.069,2,2.0,0.0,88.0,10.0,0.0,0.0,0.0,3.0,26.0,5.0,2.0,0.0,56.05,1.0,2.5,1,0,0,0,0,0,0,1,0,0,1,0
5841,1.0,5.0,3.0,6.0,9,2.0,1.0,3.0,1.0,0.0,5.0,52.33,5.0,0.579,2,2.0,0.0,88.0,10.0,0.0,0.0,0.0,4.0,10.0,4.0,0.5,0.0,49.73,1.0,1.75,1,0,0,0,0,0,0,1,0,0,1,0
5853,1.0,1.0,3.0,4.0,10,2.0,0.0,4.0,0.0,1.0,4.0,64.38,5.0,0.324,2,0.0,0.0,42.0,68.0,0.0,0.0,0.0,2.0,35.0,6.0,3.75,1.0,62.51,1.0,3.5,1,0,0,0,0,0,0,1,0,0,1,0
5856,1.0,1.0,3.0,2.0,12,2.0,2.0,4.0,0.0,1.0,4.0,59.92,5.0,0.579,2,0.0,0.0,42.0,68.0,0.0,0.0,0.0,3.0,29.0,5.0,3.0,1.0,63.89,1.0,3.0,0,1,0,0,0,0,0,1,0,0,1,0
5891,1.0,1.0,3.0,3.0,10,2.0,4.0,3.0,1.0,1.0,3.0,42.2,5.0,0.997,3,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,9.0,6.0,3.0,0.0,51.07,1.0,3.25,1,0,0,0,0,0,0,1,1,0,0,0
5901,1.0,5.0,3.0,3.0,5,1.0,3.0,3.0,1.0,1.0,3.0,50.21,5.0,0.324,3,0.0,0.0,100.0,0.0,0.0,0.0,0.0,3.0,6.0,6.0,3.0,0.0,55.11,1.0,3.25,1,0,0,0,0,0,0,1,0,0,1,0
5911,1.0,1.0,3.0,7.0,11,0.0,0.0,4.0,0.0,1.0,1.0,48.4,5.0,0.069,3,0.0,0.0,8.0,90.0,0.0,0.0,0.0,5.0,29.0,5.0,3.5,1.0,48.68,1.0,3.0,0,1,0,0,1,0,0,0,0,0,1,0
5913,1.0,2.0,3.0,2.0,9,0.0,6.0,3.0,0.0,1.0,2.0,50.99,5.0,0.997,3,0.0,0.0,8.0,90.0,0.0,0.0,0.0,0.0,6.0,4.0,0.75,0.0,60.79,1.0,0.75,0,1,0,0,1,0,0,0,0,0,0,1
5917,1.0,5.0,3.0,3.0,2,1.0,2.0,2.0,0.0,0.0,1.0,38.68,5.0,0.069,3,0.0,0.0,8.0,90.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0,44.06,1.0,1.5,1,0,0,0,1,0,0,0,0,0,1,0
5919,1.0,5.0,3.0,2.0,5,3.0,6.0,1.0,0.0,1.0,2.0,36.59,5.0,1.607,3,0.0,0.0,8.0,90.0,0.0,0.0,0.0,1.0,5.0,3.0,0.0,0.0,32.25,2.0,0.0,1,0,0,0,1,0,0,0,0,0,0,1
5974,1.0,6.0,2.0,5.0,9,0.0,0.0,4.0,1.0,1.0,4.0,66.13,5.0,0.324,3,1.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,27.0,5.0,3.25,0.0,59.35,1.0,2.25,0,1,0,0,0,0,0,1,0,0,1,0
5978,1.0,1.0,3.0,2.0,8,0.0,3.0,3.0,0.0,0.0,3.0,44.44,5.0,0.069,3,1.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,28.0,5.0,3.0,1.0,44.18,1.0,2.75,0,1,0,0,0,0,0,1,0,0,1,0
