,English,Family Composition,Generation,Parents education,Family Income,athletic level,F1_Work(h/week),F2_College entrance,F2_transferred,F2_grant,F1_units in math,F1_Std Math,high school attendence,S-T relationship,School Urbanicity,%Hispanic teacher,%Hispanic_NR teacher,%white teacher,%Black teacher,%Asian teacher,%Hawaiian teacher,%Indian teacher,Number of school activities,credits(first year),9_12_GPA,F3_GPA(first year),F3_Highest level of education,Std Math/Reading,Ins_attended,F3_GPA(all),gender_Female,gender_Male,Race_Amer. Indian/Alaska Native,"Race_Asian, Hawaii/Pac. Islander",Race_Black or African American,Race_Hispanic,Race_More than one race,Race_White,Marital_Par_Married,Marital_Par_Married_chld,Marital_Par_Single,Marital_Par_Single_chld
1314,1.0,1.0,3.0,7.0,10,2.0,0.0,3.0,1.0,1.0,4.0,48.6,5.0,0.324,3,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,30.0,3.0,3.0,0.0,44.65,1.0,2.25,0,1,0,0,0,0,0,1,0,0,1,0
1317,1.0,1.0,3.0,6.0,10,0.0,3.0,3.0,0.0,1.0,4.0,61.61,5.0,0.324,3,0.0,0.0,100.0,0.0,0.0,0.0,0.0,2.0,32.0,6.0,3.25,1.0,67.38,1.0,3.5,1,0,0,0,0,0,0,1,0,0,1,0
1331,1.0,2.0,3.0,7.0,11,1.0,5.0,4.0,0.0,0.0,5.0,63.7,5.0,0.579,3,1.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,23.0,6.0,2.25,1.0,64.35,1.0,2.75,0,1,0,0,0,0,0,1,0,0,1,0
1334,1.0,1.0,3.0,8.0,11,2.0,2.0,4.0,0.0,1.0,4.0,72.09,5.0,1.607,3,1.0,0.0,100.0,0.0,0.0,0.0,0.0,3.0,30.0,6.0,3.75,1.0,74.83,2.0,3.75,0,1,0,0,0,0,0,1,0,0,1,0
1337,1.0,2.0,2.0,5.0,10,2.0,3.0,3.0,0.0,1.0,4.0,57.33,5.0,0.324,3,1.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,35.0,5.0,3.5,1.0,58.63,2.0,3.5,0,1,0,0,0,1,0,0,0,0,1,0
1338,1.0,1.0,3.0,5.0,10,0.0,0.0,2.0,0.0,0.0,4.0,61.31,5.0,0.069,3,1.0,0.0,100.0,0.0,0.0,0.0,0.0,2.0,27.0,5.0,3.25,1.0,63.99,1.0,2.75,0,1,0,0,0,0,0,1,0,0,1,0
1344,1.0,2.0,3.0,5.0,11,0.0,2.0,2.0,1.0,1.0,5.0,65.92,5.0,1.607,3,1.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,41.0,5.0,3.5,1.0,71.35,2.0,3.5,0,1,0,0,0,0,0,1,0,0,1,0
1378,1.0,1.0,2.0,3.0,9,1.0,1.0,4.0,0.0,1.0,5.0,64.31,5.0,0.324,3,1.0,0.0,84.0,11.0,4.0,1.0,0.0,4.0,37.0,6.0,4.0,1.0,65.42,2.0,4.0,1,0,0,0,0,0,0,1,0,0,1,0
1415,1.0,1.0,3.0,2.0,12,2.0,2.0,2.0,0.0,0.0,2.0,52.42,5.0,0.556,3,0.0,0.0,100.0,0.0,0.0,0.0,0.0,2.0,35.0,6.0,3.5,1.0,62.04,1.0,3.5,1,0,0,0,0,0,0,1,0,0,1,0
1429,1.0,1.0,3.0,6.0,10,2.0,8.0,3.0,1.0,1.0,3.0,50.72,5.0,0.579,3,0.0,0.0,100.0,0.0,0.0,0.0,0.0,2.0,26.0,4.0,2.25,1.0,53.36,1.0,2.5,1,0,0,0,0,0,0,1,0,0,1,0
1432,0.0,1.0,2.0,6.0,10,2.0,4.0,3.0,0.0,1.0,4.0,48.63,5.0,0.324,1,1.0,0.0,94.0,3.0,1.0,0.0,0.0,0.0,30.0,5.0,3.25,1.0,55.45,1.0,3.25,1,0,0,1,0,0,0,0,0,0,1,0
1450,1.0,5.0,3.0,6.0,10,2.0,0.0,3.0,0.0,1.0,2.0,53.35,5.0,0.324,1,1.0,0.0,94.0,3.0,1.0,0.0,0.0,0.0,6.0,4.0,1.0,0.0,58.27,2.0,3.0,0,1,1,0,0,0,0,0,0,0,1,0
1529,1.0,5.0,3.0,5.0,8,0.0,6.0,2.0,0.0,1.0,3.0,53.72,5.0,0.324,1,0.0,0.0,79.0,21.0,0.0,0.0,0.0,4.0,44.0,6.0,2.75,0.0,46.09,1.0,3.0,1,0,0,0,1,0,0,0,0,0,1,0
1535,1.0,1.0,3.0,8.0,12,2.0,4.0,4.0,0.0,1.0,4.0,59.03,5.0,0.069,1,0.0,0.0,79.0,21.0,0.0,0.0,0.0,1.0,32.0,6.0,4.0,1.0,63.23,1.0,3.75,1,0,0,0,0,0,0,1,0,0,1,0
1546,1.0,2.0,3.0,4.0,5,2.0,8.0,3.0,1.0,1.0,3.0,50.02,5.0,0.579,1,0.0,0.0,79.0,21.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,52.62,2.0,1.25,0,1,0,0,1,0,0,0,0,0,0,1
1548,1.0,5.0,3.0,3.0,9,3.0,4.0,3.0,1.0,0.0,2.0,42.45,5.0,1.252,1,0.0,0.0,79.0,21.0,0.0,0.0,0.0,3.0,6.0,4.0,0.75,0.0,42.78,1.0,2.0,1,0,0,0,1,0,0,0,0,0,1,0
1550,1.0,3.0,3.0,6.0,11,2.0,4.0,4.0,0.0,1.0,4.0,43.12,5.0,0.448,1,0.0,0.0,79.0,21.0,0.0,0.0,0.0,0.0,7.0,4.0,1.75,0.0,45.74,1.0,1.5,1,0,0,0,1,0,0,0,0,0,1,0
1610,1.0,2.0,3.0,2.0,9,2.0,4.0,2.0,0.0,1.0,4.0,46.41,5.0,0.324,1,1.0,0.0,74.0,25.0,1.0,0.0,0.0,0.0,28.0,4.0,2.0,1.0,49.93,1.0,2.75,1,0,0,0,0,0,1,0,0,0,1,0
1613,1.0,5.0,3.0,6.0,8,0.0,0.0,2.0,0.0,1.0,4.0,44.33,5.0,0.324,1,1.0,0.0,74.0,25.0,1.0,0.0,0.0,0.0,28.0,5.0,3.0,1.0,52.42,1.0,2.75,1,0,0,0,1,0,0,0,0,0,1,0
1622,0.0,1.0,1.0,7.0,7,0.0,3.0,3.0,0.0,1.0,4.0,51.53,5.0,1.607,1,1.0,0.0,74.0,25.0,1.0,0.0,0.0,1.0,33.0,5.0,2.0,1.0,52.38,1.0,2.5,0,1,0,1,0,0,0,0,0,0,1,0
1692,0.0,1.0,1.0,1.0,6,0.0,3.0,2.0,1.0,1.0,5.0,42.34,5.0,0.51,1,35.0,0.0,36.0,25.0,3.0,0.0,1.0,1.0,5.0,4.0,1.25,0.0,46.16,2.0,2.25,1,0,0,1,0,0,0,0,0,0,1,0
1695,1.0,5.0,3.0,8.0,10,2.0,1.0,3.0,0.0,0.0,4.0,50.19,5.0,1.607,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,26.0,4.0,2.25,1.0,51.71,1.0,2.5,0,1,0,0,0,0,0,1,0,0,1,0
1696,1.0,1.0,3.0,5.0,10,1.0,0.0,3.0,0.0,1.0,3.0,62.9,5.0,1.607,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,37.0,6.0,3.0,0.0,60.99,2.0,3.5,0,1,0,0,0,0,0,1,0,0,1,0
1699,1.0,1.0,3.0,4.0,10,2.0,3.0,3.0,1.0,0.0,3.0,49.36,5.0,0.579,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,29.0,5.0,3.75,1.0,53.66,1.0,3.25,1,0,0,0,0,0,0,1,0,0,1,0
1705,1.0,5.0,3.0,8.0,10,0.0,0.0,4.0,0.0,1.0,4.0,72.0,5.0,0.324,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0,3.0,9.0,6.0,4.0,1.0,62.47,2.0,3.75,1,0,0,0,0,0,0,1,0,0,1,0
1708,1.0,1.0,3.0,6.0,10,0.0,0.0,3.0,0.0,0.0,4.0,51.95,5.0,1.004,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0,2.0,31.0,6.0,3.5,1.0,47.91,1.0,3.75,0,1,0,0,0,0,0,1,0,0,1,0
1714,1.0,1.0,3.0,6.0,11,2.0,4.0,3.0,0.0,0.0,4.0,55.14,5.0,0.324,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0,2.0,28.0,6.0,2.5,1.0,61.39,1.0,3.25,1,0,0,0,0,0,0,1,0,0,1,0
1717,1.0,1.0,3.0,5.0,10,2.0,3.0,3.0,0.0,0.0,3.0,55.61,5.0,0.579,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,24.0,5.0,3.0,1.0,61.23,1.0,2.75,0,1,0,0,0,0,0,1,0,0,1,0
1751,1.0,5.0,3.0,3.0,8,1.0,5.0,2.0,0.0,1.0,5.0,48.28,5.0,0.139,1,3.0,0.0,84.0,12.0,1.0,0.0,0.0,1.0,7.0,4.0,1.75,1.0,49.07,2.0,2.5,0,1,0,0,0,0,0,1,0,0,1,0
1823,1.0,1.0,3.0,7.0,10,2.0,0.0,1.0,0.0,1.0,4.0,50.82,5.0,0.934,2,0.0,0.0,97.0,0.0,0.0,0.0,0.0,2.0,29.0,6.0,3.0,1.0,51.85,2.0,3.25,1,0,0,0,0,0,0,1,0,0,1,0
1824,1.0,1.0,3.0,8.0,9,3.0,3.0,3.0,0.0,1.0,4.0,65.23,5.0,0.324,2,0.0,0.0,97.0,0.0,0.0,0.0,0.0,4.0,45.0,6.0,3.75,1.0,65.92,2.0,3.75,1,0,0,0,0,0,0,1,0,0,1,0
1829,1.0,1.0,3.0,6.0,12,0.0,4.0,4.0,1.0,1.0,4.0,72.22,5.0,0.069,2,0.0,0.0,97.0,0.0,0.0,0.0,0.0,0.0,45.0,6.0,3.75,1.0,65.39,1.0,3.75,0,1,0,0,0,0,0,1,0,0,1,0
1830,0.0,5.0,2.0,3.0,6,1.0,0.0,3.0,0.0,1.0,4.0,51.6,5.0,0.324,2,0.0,0.0,97.0,0.0,0.0,0.0,0.0,2.0,26.0,6.0,3.0,1.0,59.2,2.0,3.5,0,1,0,0,0,1,0,0,0,0,1,0
1836,1.0,1.0,3.0,2.0,9,0.0,5.0,4.0,0.0,1.0,4.0,56.65,5.0,0.324,2,0.0,0.0,97.0,0.0,0.0,0.0,0.0,3.0,17.0,5.0,2.0,0.0,62.31,2.0,3.0,0,1,0,0,0,0,0,1,0,0,1,0
1876,1.0,1.0,3.0,5.0,9,3.0,5.0,1.0,0.0,1.0,3.0,57.55,5.0,0.324,2,0.0,0.0,100.0,0.0,0.0,0.0,0.0,3.0,29.0,4.0,2.5,1.0,61.96,1.0,3.25,0,1,0,0,0,0,0,1,0,0,1,0
1881,1.0,1.0,3.0,6.0,12,2.0,2.0,3.0,0.0,0.0,4.0,52.31,5.0,1.862,2,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,30.0,4.0,3.5,1.0,50.85,1.0,3.25,1,0,0,0,0,0,1,0,0,0,1,0
1883,1.0,1.0,3.0,6.0,11,1.0,4.0,4.0,0.0,0.0,3.0,53.9,5.0,0.324,2,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,30.0,6.0,3.75,1.0,58.78,1.0,4.0,1,0,0,0,0,0,0,1,0,0,1,0
1886,1.0,1.0,3.0,4.0,11,2.0,0.0,4.0,0.0,0.0,4.0,58.31,5.0,0.997,2,0.0,0.0,100.0,0.0,0.0,0.0,0.0,2.0,24.0,4.0,2.75,0.0,52.48,1.0,2.0,1,0,0,0,0,0,0,1,0,0,1,0
1887,1.0,1.0,3.0,7.0,12,2.0,0.0,4.0,0.0,1.0,4.0,61.41,5.0,0.324,2,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,45.0,6.0,3.25,1.0,65.02,1.0,3.5,1,0,0,0,0,0,0,1,0,0,1,0
1892,1.0,1.0,2.0,2.0,7,0.0,6.0,1.0,0.0,1.0,2.0,43.11,5.0,0.324,2,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,2.25,0.0,43.21,1.0,2.25,0,1,0,1,0,0,0,0,0,0,1,0
1898,1.0,1.0,3.0,6.0,10,1.0,4.0,1.0,0.0,0.0,3.0,47.9,5.0,0.069,2,0.0,0.0,100.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,0.75,0.0,56.23,1.0,0.75,1,0,0,0,0,0,0,1,0,0,1,0
1908,1.0,1.0,3.0,5.0,10,2.0,5.0,4.0,1.0,1.0,3.0,54.92,5.0,0.579,2,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,23.0,5.0,1.75,1.0,61.88,2.0,2.5,1,0,0,0,0,0,0,1,0,0,1,0
1909,1.0,1.0,3.0,3.0,10,2.0,4.0,4.0,0.0,1.0,4.0,62.35,5.0,0.324,2,0.0,0.0,100.0,0.0,0.0,0.0,0.0,3.0,60.0,6.0,4.0,1.0,64.72,1.0,3.75,1,0,0,0,0,0,0,1,0,0,1,0
1911,1.0,1.0,2.0,7.0,12,1.0,3.0,4.0,0.0,1.0,4.0,68.17,5.0,0.934,2,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,44.0,6.0,3.75,1.0,71.76,1.0,4.0,0,1,0,1,0,0,0,0,0,0,1,0
1918,1.0,6.0,3.0,7.0,10,2.0,5.0,4.0,0.0,1.0,6.0,64.83,5.0,0.934,2,0.0,0.0,100.0,0.0,0.0,0.0,0.0,2.0,34.0,5.0,3.5,1.0,64.05,1.0,3.5,1,0,0,0,0,0,0,1,0,0,1,0
1919,1.0,5.0,3.0,7.0,10,0.0,3.0,4.0,0.0,1.0,3.0,64.83,5.0,1.252,2,0.0,0.0,100.0,0.0,0.0,0.0,0.0,2.0,24.0,5.0,2.5,1.0,64.5,1.0,2.75,0,1,0,0,0,0,0,1,0,0,1,0
1920,1.0,1.0,3.0,5.0,11,1.0,3.0,4.0,0.0,1.0,4.0,67.43,5.0,1.252,2,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,8.0,6.0,3.5,1.0,64.29,2.0,3.75,1,0,0,0,0,0,0,1,0,0,1,0
1922,1.0,1.0,3.0,6.0,12,0.0,3.0,4.0,1.0,1.0,3.0,61.46,5.0,0.579,2,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,30.0,6.0,3.25,1.0,63.81,2.0,3.5,1,0,0,0,0,1,0,0,0,0,1,0
1951,1.0,2.0,3.0,5.0,10,2.0,3.0,2.0,1.0,1.0,4.0,51.23,5.0,1.252,2,2.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,1.0,0.0,60.12,2.0,2.0,0,1,0,0,0,0,1,0,0,0,1,0
1953,1.0,1.0,2.0,7.0,8,0.0,2.0,4.0,0.0,1.0,5.0,68.02,5.0,0.997,2,2.0,0.0,100.0,0.0,0.0,0.0,0.0,5.0,26.0,6.0,3.75,1.0,71.43,2.0,3.75,0,1,0,0,0,0,0,1,0,0,1,0
1954,1.0,1.0,3.0,7.0,11,1.0,1.0,4.0,0.0,1.0,4.0,59.55,5.0,0.324,2,2.0,0.0,100.0,0.0,0.0,0.0,0.0,2.0,41.0,6.0,3.75,1.0,66.2,1.0,3.75,1,0,0,0,0,0,0,1,0,0,1,0
1956,1.0,1.0,3.0,7.0,11,1.0,2.0,4.0,0.0,1.0,5.0,65.48,5.0,1.607,2,2.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,27.0,5.0,3.0,0.0,65.22,1.0,3.25,1,0,0,0,0,0,0,1,0,0,1,0
1958,1.0,1.0,3.0,8.0,13,2.0,3.0,2.0,0.0,1.0,5.0,58.85,5.0,0.934,2,2.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,45.0,6.0,3.5,1.0,66.7,2.0,3.5,1,0,0,0,0,0,0,1,0,0,1,0
1959,1.0,5.0,3.0,5.0,10,2.0,5.0,3.0,0.0,0.0,5.0,64.98,5.0,0.324,2,2.0,0.0,100.0,0.0,0.0,0.0,0.0,3.0,30.0,6.0,3.5,1.0,62.43,2.0,3.75,1,0,0,0,0,0,1,0,0,0,1,0
1960,1.0,1.0,3.0,8.0,13,1.0,1.0,4.0,0.0,1.0,5.0,69.42,5.0,0.324,2,2.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,31.0,6.0,3.25,1.0,75.82,1.0,3.5,1,0,0,0,0,0,0,1,0,0,1,0
2034,1.0,6.0,3.0,6.0,10,2.0,4.0,3.0,0.0,0.0,5.0,63.02,5.0,0.324,2,0.0,0.0,98.0,0.0,2.0,0.0,0.0,2.0,27.0,6.0,3.75,1.0,59.29,1.0,3.5,1,0,0,0,0,0,0,1,0,0,1,0
2120,1.0,1.0,3.0,6.0,11,2.0,3.0,4.0,0.0,1.0,2.0,55.63,5.0,0.069,2,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,22.0,3.0,1.75,0.0,67.83,2.0,2.0,0,1,0,0,0,0,0,1,0,0,1,0
2126,1.0,6.0,3.0,8.0,13,2.0,2.0,3.0,0.0,1.0,2.0,61.95,5.0,0.579,2,0.0,0.0,100.0,0.0,0.0,0.0,0.0,2.0,66.0,6.0,3.5,1.0,58.78,2.0,3.5,1,0,0,0,0,0,0,1,0,0,1,0
2127,0.0,5.0,1.0,4.0,6,2.0,4.0,3.0,0.0,1.0,3.0,58.28,5.0,1.607,2,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,23.0,4.0,2.25,1.0,57.53,1.0,2.5,0,1,0,1,0,0,0,0,0,0,1,0
2136,1.0,5.0,3.0,5.0,8,0.0,0.0,4.0,0.0,1.0,3.0,61.32,5.0,0.324,2,0.0,0.0,100.0,0.0,0.0,0.0,0.0,3.0,30.0,6.0,3.5,1.0,64.83,1.0,3.75,1,0,0,0,0,0,0,1,0,0,1,0
2137,1.0,1.0,3.0,6.0,11,2.0,3.0,2.0,0.0,0.0,3.0,57.63,5.0,0.324,2,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,21.0,6.0,3.5,1.0,66.91,1.0,3.0,0,1,0,0,0,0,0,1,0,0,1,0
2186,1.0,2.0,3.0,6.0,10,2.0,7.0,3.0,1.0,1.0,3.0,49.96,5.0,0.324,2,0.0,0.0,100.0,0.0,0.0,0.0,0.0,4.0,19.0,4.0,2.5,0.0,50.67,1.0,2.5,1,0,0,0,0,0,0,1,1,0,0,0
2190,1.0,1.0,3.0,6.0,10,0.0,4.0,3.0,0.0,0.0,4.0,58.39,5.0,0.934,2,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,37.0,6.0,2.5,1.0,54.47,1.0,2.25,0,1,0,0,0,0,0,1,0,0,1,0
2288,1.0,1.0,3.0,2.0,10,1.0,2.0,4.0,0.0,1.0,3.0,64.36,5.0,0.934,2,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,30.0,6.0,3.5,1.0,62.81,1.0,3.75,1,0,0,0,0,0,0,1,0,0,1,0
2292,1.0,1.0,3.0,6.0,8,2.0,6.0,3.0,0.0,1.0,3.0,59.49,5.0,0.425,2,0.0,0.0,100.0,0.0,0.0,0.0,0.0,5.0,24.0,5.0,2.5,0.0,61.27,1.0,3.0,1,0,0,0,0,0,0,1,0,0,1,0
2325,1.0,1.0,3.0,3.0,10,3.0,5.0,3.0,0.0,0.0,3.0,57.44,5.0,0.579,2,3.0,0.0,91.0,3.0,3.0,0.0,3.0,2.0,3.0,6.0,1.0,1.0,64.03,1.0,3.5,1,0,0,0,0,0,0,1,0,0,1,0
2401,1.0,1.0,1.0,6.0,9,1.0,3.0,3.0,0.0,1.0,3.0,47.29,5.0,0.997,2,0.0,0.0,98.0,2.0,0.0,0.0,0.0,1.0,27.0,6.0,2.75,1.0,50.94,1.0,3.25,1,0,0,1,0,0,0,0,0,0,1,0
2403,1.0,1.0,3.0,2.0,4,0.0,7.0,4.0,0.0,1.0,6.0,55.91,5.0,0.324,2,0.0,0.0,98.0,2.0,0.0,0.0,0.0,0.0,34.0,6.0,4.0,1.0,60.21,2.0,4.0,1,0,0,0,0,0,0,1,0,0,1,0
2407,1.0,1.0,2.0,4.0,10,1.0,0.0,3.0,1.0,1.0,6.0,49.56,5.0,0.324,2,0.0,0.0,98.0,2.0,0.0,0.0,0.0,1.0,30.0,6.0,3.5,1.0,50.96,1.0,3.5,1,0,0,0,0,0,0,1,0,0,1,0
2541,1.0,1.0,3.0,7.0,9,0.0,1.0,3.0,0.0,1.0,3.0,55.68,5.0,0.069,3,0.0,0.0,97.0,0.0,3.0,0.0,0.0,2.0,31.0,5.0,3.75,1.0,59.35,2.0,3.5,1,0,0,0,0,0,0,1,0,0,1,0
2547,1.0,1.0,3.0,4.0,10,2.0,2.0,4.0,0.0,1.0,4.0,71.29,5.0,0.324,3,0.0,0.0,97.0,0.0,3.0,0.0,0.0,4.0,31.0,6.0,3.5,1.0,66.4,1.0,3.5,1,0,0,0,0,0,0,1,0,0,1,0
2549,1.0,1.0,3.0,3.0,10,1.0,3.0,3.0,0.0,0.0,3.0,47.21,5.0,0.069,3,0.0,0.0,97.0,0.0,3.0,0.0,0.0,3.0,26.0,4.0,2.0,1.0,53.26,1.0,2.25,1,0,0,0,0,0,0,1,0,0,1,0
2558,1.0,1.0,3.0,5.0,11,2.0,4.0,1.0,1.0,0.0,3.0,59.82,5.0,0.324,3,0.0,0.0,97.0,0.0,3.0,0.0,0.0,1.0,25.0,4.0,2.25,0.0,58.86,1.0,2.75,0,1,0,0,0,0,0,1,0,0,1,0
2561,1.0,2.0,3.0,3.0,9,0.0,5.0,4.0,1.0,1.0,4.0,57.24,5.0,0.262,3,0.0,0.0,97.0,0.0,3.0,0.0,0.0,1.0,41.0,5.0,2.0,1.0,57.6,1.0,2.75,1,0,0,0,0,0,0,1,0,0,1,0
2563,1.0,1.0,3.0,8.0,13,1.0,0.0,3.0,0.0,1.0,4.0,64.68,5.0,0.579,3,0.0,0.0,97.0,0.0,3.0,0.0,0.0,1.0,31.0,6.0,3.5,1.0,67.81,1.0,3.5,1,0,0,0,0,0,0,1,0,0,1,0
2566,1.0,1.0,3.0,7.0,10,2.0,4.0,3.0,0.0,1.0,4.0,51.65,5.0,1.607,3,0.0,0.0,97.0,0.0,3.0,0.0,0.0,3.0,31.0,6.0,3.5,1.0,64.33,2.0,3.5,1,0,0,0,0,0,0,1,0,0,1,0
2584,1.0,1.0,3.0,6.0,12,2.0,4.0,1.0,1.0,1.0,5.0,65.12,5.0,0.934,3,0.0,0.0,95.0,1.0,0.0,0.0,0.0,3.0,18.0,6.0,2.75,0.0,66.37,1.0,2.25,1,0,0,0,0,0,0,1,0,0,1,0
2586,1.0,1.0,3.0,4.0,10,0.0,1.0,4.0,1.0,1.0,6.0,64.47,5.0,1.607,3,0.0,0.0,95.0,1.0,0.0,0.0,0.0,2.0,27.0,6.0,3.75,0.0,65.84,2.0,3.75,1,0,0,0,0,0,0,1,0,0,1,0
2587,1.0,2.0,3.0,4.0,3,2.0,1.0,3.0,0.0,1.0,4.0,53.62,5.0,0.324,3,0.0,0.0,95.0,1.0,0.0,0.0,0.0,2.0,30.0,5.0,3.0,0.0,56.85,2.0,3.25,1,0,0,0,0,0,0,1,0,0,1,0
2597,1.0,5.0,3.0,4.0,6,0.0,5.0,3.0,1.0,1.0,4.0,58.92,5.0,1.421,3,0.0,0.0,95.0,1.0,0.0,0.0,0.0,0.0,28.0,4.0,1.5,0.0,58.62,2.0,2.5,0,1,0,0,0,0,0,1,0,0,1,0
2600,1.0,1.0,3.0,6.0,12,0.0,0.0,1.0,0.0,1.0,4.0,60.92,5.0,1.607,3,0.0,0.0,95.0,1.0,0.0,0.0,0.0,1.0,41.0,6.0,3.75,1.0,63.46,1.0,3.75,1,0,0,0,0,1,0,0,0,0,1,0
2676,1.0,5.0,1.0,6.0,11,1.0,0.0,4.0,0.0,1.0,4.0,64.83,5.0,1.676,3,0.0,0.0,100.0,0.0,0.0,0.0,0.0,3.0,29.0,6.0,3.5,1.0,65.79,1.0,3.5,1,0,0,0,0,0,0,1,0,0,1,0
2682,1.0,1.0,3.0,6.0,11,1.0,3.0,1.0,0.0,0.0,5.0,62.69,5.0,0.579,3,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,45.0,5.0,3.5,1.0,63.53,3.0,3.25,0,1,0,0,0,0,0,1,0,0,1,0
2685,0.0,1.0,3.0,7.0,9,1.0,3.0,4.0,0.0,1.0,4.0,61.39,5.0,0.579,3,0.0,0.0,100.0,0.0,0.0,0.0,0.0,4.0,32.0,6.0,3.75,1.0,71.44,2.0,3.75,1,0,0,0,0,0,0,1,0,0,1,0
2699,1.0,6.0,3.0,2.0,9,0.0,3.0,3.0,0.0,0.0,4.0,59.52,5.0,0.324,3,0.0,0.0,100.0,0.0,0.0,0.0,0.0,2.0,20.0,5.0,1.75,1.0,60.89,1.0,3.0,1,0,0,0,0,0,0,1,0,0,1,0
2700,1.0,1.0,3.0,5.0,10,2.0,2.0,1.0,1.0,1.0,2.0,56.72,5.0,0.324,3,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,21.0,3.0,2.25,0.0,54.51,1.0,2.25,0,1,0,0,0,0,0,1,0,0,1,0
2701,1.0,1.0,3.0,3.0,9,2.0,4.0,2.0,0.0,0.0,3.0,52.71,5.0,0.324,3,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,28.0,6.0,3.5,1.0,56.68,1.0,3.5,1,0,0,0,0,0,0,1,0,0,1,0
2702,1.0,1.0,3.0,6.0,10,2.0,4.0,3.0,0.0,1.0,4.0,67.13,5.0,0.394,3,0.0,0.0,100.0,0.0,0.0,0.0,0.0,4.0,33.0,6.0,3.0,1.0,68.77,2.0,3.5,1,0,0,0,0,0,0,1,0,0,1,0
2718,1.0,1.0,3.0,7.0,12,1.0,4.0,4.0,0.0,1.0,5.0,63.41,5.0,0.069,3,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,31.0,6.0,3.5,1.0,60.11,2.0,3.5,1,0,0,0,0,0,0,1,0,0,1,0
2739,1.0,1.0,3.0,4.0,10,2.0,0.0,3.0,1.0,1.0,5.0,55.92,5.0,0.324,3,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,23.0,5.0,1.5,0.0,57.49,1.0,3.0,1,0,0,0,0,0,0,1,0,0,1,0
2744,1.0,2.0,3.0,4.0,13,0.0,2.0,4.0,0.0,1.0,2.0,58.18,5.0,0.997,3,0.0,0.0,100.0,0.0,0.0,0.0,0.0,2.0,28.0,6.0,3.0,1.0,60.74,1.0,3.0,1,0,0,0,0,0,0,1,0,0,1,0
2847,1.0,2.0,3.0,2.0,8,0.0,2.0,1.0,1.0,1.0,2.0,46.84,5.0,0.579,3,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,21.0,5.0,3.5,0.0,45.1,2.0,3.5,1,0,0,0,0,0,0,1,0,0,1,0
2849,1.0,1.0,3.0,4.0,10,2.0,0.0,4.0,1.0,1.0,4.0,61.89,5.0,1.676,3,0.0,0.0,100.0,0.0,0.0,0.0,0.0,2.0,43.0,6.0,3.75,1.0,64.29,1.0,3.75,1,0,0,0,0,0,0,1,0,0,1,0
2850,1.0,1.0,3.0,4.0,7,2.0,4.0,1.0,0.0,1.0,1.0,50.57,5.0,0.579,3,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,37.0,5.0,3.0,0.0,53.43,2.0,2.75,0,1,0,0,0,0,0,1,0,0,1,0
2857,1.0,1.0,2.0,3.0,9,2.0,4.0,3.0,0.0,1.0,4.0,59.34,5.0,0.324,3,0.0,0.0,100.0,0.0,0.0,0.0,0.0,2.0,51.0,6.0,3.75,1.0,57.87,1.0,3.75,1,0,0,0,0,0,0,1,0,0,1,0
