Family_Composition,Generation,Parents_education,Family_Income,athletic_level,F2_College_entrance,High_School_Attendence,School_Urbanicity,Number_of_school_activities,F3_GPA_first_year_,F3_Highest_level_of_education,F1_Std Math,Std_Math_Reading,Units_in_math,Free_Lunch,9_12 GPA,gender_Female,gender_Male,Race_Amer. Indian/Alaska Native,"Race_Asian, Hawaii/Pac. Islander",Race_Black or African American,"Race_Hispanic, no race specified","Race_Hispanic, race specified",Race_More than one race,Race_White,marital_parental_status_M w bio children,marital_parental_status_M w/o bio children,marital_parental_status_Single/separtd/divrcd/widowd w bio chld,marital_parental_status_Single/separtd/divrcd/widowd w/o bio chd,Geographical_Region_Midwest,Geographical_Region_Northeast,Geographical_Region_South,Geographical_Region_West,School_Control_Catholic,School_Control_Other private,School_Control_Public
1.0,3.0,2.0,9,2.0,2.0,5.0,3,2.0,3.25,0.0,47.84,52.48,,3.0,5.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
1.0,3.0,2.0,8,3.0,1.0,5.0,3,0.0,2.75,0.0,49.69,57.64,,3.0,5.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
1.0,,6.0,11,0.0,1.0,5.0,3,1.0,1.0,0.0,,41.51,,3.0,3.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
1.0,3.0,2.0,4,0.0,0.0,5.0,3,1.0,,0.0,44.9,34.56,,3.0,2.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
1.0,3.0,4.0,8,0.0,1.0,5.0,3,2.0,1.0,0.0,49.6,50.08,,3.0,3.0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
1.0,3.0,2.0,10,0.0,0.0,10.0,3,1.0,,0.0,,54.66,,3.0,,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1
6.0,3.0,2.0,9,3.0,,10.0,3,1.0,,0.0,,47.05,,3.0,,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
1.0,3.0,6.0,9,2.0,3.0,5.0,3,6.0,3.75,1.0,51.94,58.03,,3.0,5.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
1.0,3.0,5.0,10,3.0,1.0,5.0,3,1.0,1.0,0.0,52.29,51.12,,1.0,3.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
1.0,3.0,7.0,11,0.0,3.0,5.0,3,2.0,3.75,1.0,59.39,53.74,,1.0,6.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
1.0,3.0,2.0,9,0.0,0.0,8.0,3,0.0,,0.0,,42.27,,1.0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
1.0,2.0,2.0,9,2.0,3.0,5.0,3,0.0,2.25,0.0,52.27,56.39,,1.0,4.0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
1.0,1.0,8.0,9,2.0,4.0,5.0,3,0.0,2.25,1.0,63.59,72.19,,1.0,4.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
5.0,3.0,5.0,4,0.0,,5.0,3,0.0,,0.0,44.25,44.84,,1.0,2.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
1.0,3.0,8.0,10,2.0,2.0,5.0,3,0.0,2.25,1.0,44.08,49.96,,1.0,4.0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
1.0,3.0,8.0,13,2.0,3.0,5.0,3,2.0,2.5,1.0,58.88,59.84,,1.0,5.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
1.0,3.0,6.0,12,2.0,3.0,5.0,3,2.0,,1.0,49.17,61.83,,1.0,5.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
1.0,3.0,7.0,11,0.0,4.0,5.0,3,2.0,3.5,1.0,61.02,65.22,,1.0,5.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
2.0,3.0,6.0,12,2.0,3.0,5.0,3,1.0,2.75,1.0,49.89,54.12,,1.0,5.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
1.0,1.0,4.0,9,0.0,0.0,5.0,3,0.0,,0.0,35.33,39.11,,1.0,2.0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
1.0,3.0,6.0,11,2.0,3.0,5.0,3,0.0,0.5,0.0,53.97,63.35,,1.0,3.0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
1.0,1.0,4.0,9,1.0,3.0,5.0,3,3.0,4.0,0.0,58.34,64.98,,1.0,5.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
2.0,3.0,6.0,10,1.0,3.0,5.0,3,1.0,3.5,1.0,68.44,69.97,,1.0,6.0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
1.0,3.0,6.0,11,3.0,,5.0,3,0.0,3.0,0.0,,66.05,,1.0,4.0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
1.0,3.0,8.0,12,1.0,3.0,5.0,3,2.0,3.0,1.0,69.01,71.47,,1.0,6.0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
2.0,,6.0,10,3.0,3.0,5.0,3,3.0,,1.0,52.71,55.77,,1.0,4.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
5.0,3.0,2.0,7,0.0,1.0,5.0,3,0.0,3.0,0.0,47.46,50.75,,1.0,,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
7.0,3.0,4.0,8,0.0,1.0,5.0,3,1.0,2.0,0.0,53.27,51.57,,1.0,,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
1.0,3.0,6.0,10,2.0,4.0,5.0,3,1.0,3.5,0.0,60.38,61.78,,1.0,,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
5.0,3.0,3.0,9,2.0,3.0,5.0,3,4.0,2.75,0.0,56.55,64.29,,1.0,,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
5.0,3.0,2.0,8,1.0,0.0,5.0,3,1.0,1.25,0.0,58.62,60.64,,1.0,,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
6.0,3.0,2.0,8,0.0,0.0,5.0,3,0.0,,0.0,53.57,59.17,,1.0,,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
2.0,3.0,6.0,11,2.0,1.0,5.0,3,1.0,,0.0,,46.26,,1.0,,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
6.0,3.0,4.0,7,0.0,0.0,1.0,3,2.0,,0.0,44.17,48.36,,1.0,4.0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
5.0,3.0,3.0,9,2.0,1.0,5.0,3,2.0,2.5,0.0,53.79,48.82,,1.0,,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
1.0,3.0,7.0,11,2.0,,5.0,3,0.0,2.75,1.0,64.18,65.88,,1.0,,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
1.0,3.0,5.0,11,1.0,3.0,5.0,3,3.0,2.75,1.0,51.33,59.07,,1.0,,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
1.0,3.0,4.0,10,0.0,1.0,5.0,3,2.0,,0.0,37.67,47.46,,1.0,4.0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1
4.0,3.0,3.0,8,0.0,,8.0,3,0.0,3.5,1.0,,60.81,,1.0,6.0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
5.0,3.0,4.0,3,0.0,0.0,5.0,3,0.0,,0.0,45.12,42.49,,1.0,1.0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
1.0,3.0,5.0,11,2.0,1.0,5.0,3,1.0,2.75,1.0,40.22,43.69,,1.0,4.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
5.0,3.0,3.0,8,0.0,,5.0,3,3.0,2.75,0.0,55.27,57.96,,1.0,6.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
1.0,3.0,2.0,5,0.0,0.0,5.0,3,0.0,,0.0,38.92,45.65,,1.0,3.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
5.0,3.0,3.0,7,0.0,0.0,5.0,3,0.0,3.25,0.0,46.22,54.54,,1.0,3.0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
1.0,3.0,3.0,10,2.0,0.0,5.0,3,2.0,,0.0,46.54,49.37,,1.0,5.0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1
1.0,3.0,3.0,11,2.0,1.0,5.0,3,0.0,2.5,0.0,51.85,48.77,,1.0,3.0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
1.0,3.0,7.0,13,2.0,3.0,5.0,3,0.0,3.0,1.0,54.24,55.04,,1.0,5.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
1.0,3.0,6.0,8,,4.0,5.0,3,3.0,3.75,1.0,64.79,58.21,,1.0,6.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
2.0,3.0,5.0,9,3.0,0.0,5.0,3,2.0,,0.0,57.59,61.01,,1.0,5.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
2.0,3.0,2.0,5,,0.0,10.0,3,,,0.0,,26.98,,1.0,,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
1.0,3.0,7.0,10,1.0,3.0,5.0,3,5.0,2.75,1.0,65.3,66.63,,1.0,6.0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
1.0,3.0,3.0,9,,1.0,5.0,3,0.0,2.75,0.0,51.17,48.46,,1.0,6.0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
1.0,3.0,5.0,10,2.0,,5.0,3,3.0,3.5,1.0,51.52,52.81,,1.0,4.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
6.0,3.0,5.0,8,0.0,0.0,8.0,3,0.0,,0.0,,56.4,,1.0,4.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
1.0,3.0,1.0,7,2.0,,5.0,3,1.0,,0.0,48.09,56.17,,1.0,4.0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1
1.0,3.0,6.0,11,2.0,4.0,5.0,3,5.0,3.75,1.0,68.8,67.49,,1.0,6.0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
5.0,3.0,2.0,6,1.0,3.0,5.0,3,4.0,4.0,1.0,61.35,56.9,,1.0,6.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
1.0,3.0,2.0,9,,1.0,5.0,3,1.0,2.0,0.0,27.65,48.41,,1.0,4.0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
6.0,3.0,6.0,12,2.0,3.0,5.0,3,2.0,,0.0,53.66,49.73,,1.0,5.0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
1.0,3.0,7.0,11,2.0,1.0,5.0,3,1.0,3.0,0.0,46.17,48.71,,1.0,6.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
1.0,3.0,2.0,5,2.0,2.0,5.0,3,3.0,3.25,1.0,67.83,67.82,,1.0,6.0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
3.0,3.0,6.0,11,2.0,4.0,5.0,3,2.0,3.0,0.0,54.36,62.08,,1.0,5.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
5.0,3.0,6.0,10,2.0,3.0,5.0,3,0.0,3.5,1.0,71.28,66.52,,1.0,5.0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
3.0,3.0,4.0,11,0.0,,5.0,3,0.0,3.25,0.0,64.52,61.49,,1.0,5.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
1.0,3.0,7.0,9,2.0,3.0,5.0,3,2.0,3.0,1.0,57.84,61.34,,1.0,5.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
1.0,3.0,6.0,11,2.0,3.0,5.0,3,1.0,,1.0,63.83,62.62,,1.0,5.0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
1.0,3.0,6.0,11,0.0,2.0,5.0,3,1.0,2.25,1.0,42.34,46.99,,1.0,4.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
7.0,3.0,6.0,6,0.0,1.0,5.0,3,0.0,,0.0,34.2,35.51,,1.0,3.0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
1.0,3.0,5.0,8,1.0,1.0,5.0,3,1.0,3.0,1.0,48.71,57.25,,1.0,4.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
2.0,3.0,5.0,11,3.0,2.0,5.0,3,1.0,2.25,1.0,58.26,60.07,,1.0,5.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
1.0,3.0,3.0,10,1.0,0.0,5.0,3,1.0,,0.0,47.72,47.04,,1.0,3.0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
1.0,1.0,8.0,2,0.0,1.0,5.0,3,1.0,2.25,0.0,45.91,42.04,,1.0,5.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
1.0,3.0,3.0,9,2.0,3.0,5.0,3,0.0,2.0,1.0,53.49,50.92,,1.0,5.0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
5.0,3.0,6.0,8,0.0,4.0,5.0,3,4.0,3.75,1.0,63.6,66.37,,1.0,6.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
1.0,3.0,6.0,10,1.0,4.0,5.0,3,1.0,3.75,1.0,70.33,39.99,,1.0,6.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
1.0,3.0,6.0,11,0.0,1.0,5.0,3,1.0,,1.0,44.05,67.25,,1.0,4.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
5.0,3.0,7.0,10,1.0,,5.0,3,2.0,3.5,1.0,53.65,57.71,,1.0,6.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
1.0,3.0,6.0,12,1.0,3.0,5.0,3,1.0,2.25,1.0,54.91,53.35,,1.0,5.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
1.0,3.0,7.0,12,0.0,1.0,1.0,3,0.0,3.25,1.0,55.28,55.46,,1.0,3.0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
1.0,2.0,4.0,12,2.0,2.0,5.0,3,3.0,3.25,1.0,48.99,54.02,,1.0,6.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
1.0,1.0,7.0,12,0.0,3.0,5.0,3,2.0,3.25,1.0,67.47,65.16,,1.0,6.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
1.0,3.0,7.0,11,1.0,,5.0,3,0.0,,0.0,41.66,44.47,,1.0,3.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
5.0,2.0,5.0,10,1.0,4.0,5.0,3,1.0,2.25,1.0,50.35,59.2,,1.0,5.0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
1.0,3.0,6.0,11,0.0,0.0,5.0,3,3.0,,0.0,62.75,63.91,,1.0,2.0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
1.0,1.0,6.0,9,0.0,3.0,5.0,3,1.0,2.25,0.0,49.79,51.81,,1.0,5.0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
1.0,2.0,6.0,11,0.0,1.0,5.0,3,2.0,,1.0,57.45,54.46,,1.0,6.0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
1.0,3.0,3.0,12,1.0,1.0,5.0,3,0.0,2.0,0.0,39.9,42.76,,1.0,3.0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
1.0,3.0,7.0,10,0.0,1.0,5.0,3,3.0,2.5,0.0,47.91,54.26,,1.0,4.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
5.0,3.0,2.0,9,0.0,0.0,5.0,3,0.0,,0.0,38.5,40.32,,1.0,3.0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
1.0,3.0,4.0,10,0.0,,5.0,3,3.0,3.75,1.0,64.85,62.92,,1.0,5.0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
2.0,1.0,2.0,10,0.0,1.0,5.0,3,1.0,3.5,0.0,47.97,38.71,,1.0,4.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
1.0,3.0,2.0,10,1.0,3.0,5.0,3,2.0,3.25,1.0,49.4,56.3,,1.0,5.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
1.0,3.0,5.0,10,0.0,1.0,5.0,3,2.0,3.5,1.0,57.24,57.18,,1.0,3.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
1.0,3.0,7.0,12,1.0,3.0,5.0,3,2.0,3.0,1.0,48.38,48.93,,1.0,4.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
5.0,3.0,3.0,3,0.0,3.0,5.0,3,0.0,1.5,0.0,39.69,37.56,,1.0,,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
1.0,3.0,4.0,10,,0.0,5.0,3,,,0.0,35.93,,,1.0,6.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
5.0,3.0,5.0,8,1.0,3.0,1.0,3,0.0,3.5,1.0,53.99,56.99,,1.0,5.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
4.0,3.0,5.0,9,2.0,1.0,8.0,3,0.0,1.5,0.0,,41.81,,1.0,1.0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
6.0,3.0,5.0,11,0.0,1.0,5.0,3,1.0,4.0,0.0,53.12,57.8,,1.0,4.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
2.0,3.0,8.0,11,0.0,0.0,10.0,3,0.0,,0.0,,23.38,,1.0,,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
2.0,3.0,5.0,11,2.0,,5.0,3,3.0,3.75,1.0,64.58,61.75,,1.0,6.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
5.0,3.0,3.0,7,0.0,0.0,5.0,3,0.0,3.25,0.0,44.47,57.17,,1.0,2.0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
5.0,3.0,7.0,9,,0.0,5.0,3,1.0,,0.0,46.68,59.98,,1.0,2.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
1.0,3.0,6.0,11,1.0,0.0,5.0,3,2.0,1.5,0.0,49.49,51.16,,1.0,4.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
1.0,3.0,2.0,10,2.0,1.0,5.0,3,0.0,3.5,1.0,57.66,58.42,,1.0,4.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
1.0,3.0,2.0,10,3.0,,5.0,3,0.0,1.0,0.0,41.67,47.23,,1.0,2.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
5.0,3.0,3.0,9,0.0,0.0,5.0,3,0.0,,0.0,36.06,43.83,,1.0,1.0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
1.0,2.0,2.0,9,2.0,0.0,5.0,3,2.0,3.25,1.0,60.12,60.33,,1.0,4.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
1.0,3.0,7.0,12,1.0,1.0,5.0,3,0.0,3.75,0.0,44.31,49.29,,1.0,,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
4.0,3.0,6.0,12,2.0,,8.0,3,2.0,0.0,0.0,,43.49,,1.0,,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
1.0,3.0,2.0,11,3.0,3.0,5.0,3,0.0,3.0,1.0,43.47,58.18,,5.0,6.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
1.0,3.0,3.0,7,2.0,3.0,5.0,3,4.0,3.5,1.0,53.2,54.4,,5.0,6.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
1.0,3.0,2.0,8,2.0,4.0,5.0,3,2.0,3.5,1.0,54.25,56.69,,5.0,6.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
1.0,3.0,2.0,6,1.0,3.0,5.0,3,4.0,2.75,0.0,49.25,50.41,,5.0,5.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
1.0,3.0,5.0,10,3.0,0.0,5.0,3,4.0,,0.0,32.14,27.29,,5.0,4.0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
1.0,3.0,2.0,8,2.0,3.0,5.0,3,2.0,3.5,0.0,46.12,49.74,,5.0,4.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
5.0,3.0,7.0,4,3.0,3.0,5.0,3,1.0,2.25,0.0,36.85,43.18,,5.0,4.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
1.0,3.0,7.0,11,1.0,0.0,5.0,3,0.0,,0.0,39.75,47.53,,5.0,4.0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
5.0,3.0,3.0,4,1.0,0.0,5.0,3,0.0,,0.0,33.55,34.23,,5.0,4.0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
5.0,3.0,1.0,3,0.0,0.0,5.0,3,0.0,,0.0,51.72,48.04,,5.0,3.0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
7.0,3.0,1.0,8,3.0,0.0,5.0,3,4.0,,0.0,49.96,53.65,,5.0,5.0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1
1.0,3.0,2.0,9,,0.0,5.0,3,0.0,,0.0,38.68,46.55,,5.0,2.0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
2.0,3.0,4.0,10,0.0,1.0,5.0,3,0.0,,0.0,50.29,60.07,,5.0,4.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
2.0,3.0,6.0,9,,0.0,5.0,3,,2.25,0.0,57.28,49.47,,5.0,5.0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
1.0,3.0,6.0,11,2.0,,5.0,3,1.0,1.75,1.0,37.9,53.62,,5.0,4.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
3.0,3.0,1.0,6,0.0,0.0,5.0,3,1.0,,0.0,,41.91,,5.0,,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
2.0,3.0,6.0,10,,0.0,8.0,3,0.0,0.0,0.0,,55.53,,5.0,3.0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
1.0,3.0,7.0,12,2.0,3.0,5.0,3,0.0,3.5,0.0,58.48,56.06,,5.0,6.0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
2.0,3.0,5.0,7,0.0,,1.0,3,1.0,,0.0,46.18,52.27,,5.0,4.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
1.0,3.0,2.0,9,2.0,3.0,5.0,3,2.0,3.25,1.0,52.09,55.45,,5.0,5.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
3.0,3.0,2.0,9,3.0,,5.0,3,0.0,,0.0,,46.18,,5.0,,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
5.0,3.0,5.0,8,1.0,0.0,5.0,3,6.0,,0.0,36.46,37.4,,5.0,3.0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
1.0,3.0,2.0,10,3.0,1.0,5.0,3,0.0,,0.0,46.39,47.5,,5.0,4.0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1
2.0,3.0,1.0,8,0.0,3.0,1.0,3,0.0,0.75,0.0,50.68,46.79,,5.0,3.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
1.0,3.0,7.0,12,2.0,0.0,5.0,3,0.0,,1.0,52.57,57.42,,5.0,4.0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
2.0,,2.0,10,0.0,4.0,5.0,3,0.0,,1.0,54.96,51.35,,3.0,6.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
5.0,3.0,2.0,5,3.0,0.0,1.0,3,5.0,,0.0,42.31,34.2,,3.0,2.0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
,,,10,,0.0,5.0,3,,,0.0,30.38,34.0,,3.0,2.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
1.0,3.0,7.0,9,2.0,0.0,5.0,3,3.0,,0.0,26.29,28.84,,3.0,3.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
1.0,3.0,7.0,10,,4.0,5.0,3,5.0,3.25,1.0,58.8,52.18,,3.0,6.0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
2.0,,7.0,10,1.0,0.0,5.0,3,0.0,,0.0,29.18,39.12,,3.0,2.0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
1.0,3.0,4.0,9,2.0,3.0,5.0,3,0.0,,0.0,38.49,38.42,,3.0,4.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
1.0,3.0,7.0,9,1.0,,5.0,3,1.0,,0.0,44.42,39.87,,3.0,3.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
1.0,,6.0,9,0.0,,5.0,3,0.0,,0.0,,30.14,,3.0,1.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
