Family_Composition,Generation,Parents_education,Family_Income,athletic_level,F2_College_entrance,High_School_Attendence,School_Urbanicity,Number_of_school_activities,F3_GPA_first_year_,F3_Highest_level_of_education,F1_Std Math,Std_Math_Reading,Units_in_math,Free_Lunch,9_12 GPA,gender_Female,gender_Male,Race_Amer. Indian/Alaska Native,"Race_Asian, Hawaii/Pac. Islander",Race_Black or African American,"Race_Hispanic, no race specified","Race_Hispanic, race specified",Race_More than one race,Race_White,marital_parental_status_M w bio children,marital_parental_status_M w/o bio children,marital_parental_status_Single/separtd/divrcd/widowd w bio chld,marital_parental_status_Single/separtd/divrcd/widowd w/o bio chd,Geographical_Region_Midwest,Geographical_Region_Northeast,Geographical_Region_South,Geographical_Region_West,School_Control_Catholic,School_Control_Other private,School_Control_Public
2.0,,2.0,8,2.0,,5.0,3,0.0,,0.0,39.02,35.1,,3.0,3.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2.0,3.0,4.0,6,1.0,0.0,5.0,3,3.0,,0.0,35.95,42.37,,3.0,5.0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
2.0,3.0,6.0,10,2.0,,5.0,3,4.0,4.0,0.0,51.89,55.82,,3.0,5.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
1.0,3.0,4.0,10,2.0,,5.0,3,1.0,,0.0,52.19,50.95,,3.0,5.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
1.0,3.0,6.0,10,2.0,4.0,5.0,3,3.0,,0.0,47.8,52.98,,3.0,5.0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
1.0,,4.0,7,0.0,0.0,5.0,3,0.0,,0.0,38.72,42.15,,3.0,0.0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
2.0,3.0,4.0,10,2.0,3.0,5.0,3,1.0,,0.0,52.78,45.18,,3.0,5.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
1.0,3.0,7.0,10,2.0,4.0,5.0,3,1.0,3.75,1.0,63.47,67.53,,3.0,6.0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
1.0,3.0,6.0,11,0.0,3.0,5.0,3,1.0,,1.0,50.77,49.92,,3.0,3.0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
2.0,3.0,6.0,11,0.0,0.0,1.0,3,1.0,,0.0,36.23,35.56,,2.0,2.0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1
1.0,3.0,7.0,12,2.0,2.0,5.0,3,2.0,1.5,1.0,50.96,51.85,,2.0,4.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
5.0,,7.0,10,0.0,1.0,1.0,3,0.0,3.5,1.0,50.85,52.4,,2.0,3.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
1.0,3.0,2.0,5,,0.0,5.0,3,1.0,,0.0,27.85,32.25,,2.0,3.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
5.0,3.0,2.0,6,0.0,0.0,5.0,3,0.0,,0.0,32.36,41.79,,2.0,2.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
1.0,3.0,6.0,11,2.0,,5.0,3,0.0,,0.0,38.13,41.34,,2.0,3.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
1.0,,2.0,10,1.0,1.0,5.0,3,0.0,,0.0,49.0,55.37,,2.0,5.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
1.0,3.0,5.0,9,,1.0,5.0,3,1.0,3.75,0.0,61.2,54.82,,2.0,3.0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
1.0,3.0,7.0,11,1.0,1.0,5.0,3,0.0,3.75,1.0,50.13,51.59,,2.0,5.0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
2.0,3.0,4.0,9,0.0,2.0,5.0,3,0.0,1.75,1.0,47.25,46.76,,2.0,4.0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
5.0,3.0,6.0,10,2.0,4.0,5.0,3,0.0,3.5,1.0,61.26,65.77,,2.0,5.0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
2.0,3.0,6.0,12,,2.0,5.0,3,1.0,1.5,1.0,,55.82,,2.0,5.0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
4.0,3.0,2.0,8,2.0,4.0,5.0,3,0.0,3.5,1.0,53.57,50.01,,2.0,4.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
1.0,3.0,7.0,11,2.0,,5.0,3,0.0,,1.0,,61.28,,2.0,,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
2.0,3.0,3.0,7,2.0,0.0,8.0,3,3.0,1.75,0.0,,43.17,,6.0,,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
2.0,3.0,3.0,8,0.0,3.0,5.0,3,8.0,2.5,0.0,45.02,46.27,,6.0,5.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
1.0,3.0,4.0,9,0.0,3.0,5.0,3,1.0,2.25,1.0,47.92,53.91,,6.0,5.0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
3.0,3.0,3.0,10,2.0,3.0,5.0,3,3.0,1.75,0.0,48.53,56.77,,6.0,4.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
4.0,3.0,3.0,9,3.0,,5.0,3,0.0,,0.0,39.28,40.58,,6.0,3.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
5.0,3.0,2.0,9,0.0,0.0,5.0,3,3.0,,0.0,47.87,57.64,,6.0,5.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
1.0,,6.0,12,2.0,2.0,5.0,3,1.0,2.75,1.0,54.36,58.24,,6.0,6.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
6.0,1.0,4.0,9,2.0,4.0,5.0,3,0.0,2.5,1.0,61.6,59.21,,6.0,5.0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
1.0,3.0,4.0,9,3.0,3.0,5.0,3,1.0,2.75,0.0,48.58,50.67,,6.0,5.0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
5.0,3.0,7.0,8,2.0,4.0,5.0,3,1.0,3.25,0.0,63.24,63.77,,6.0,6.0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
2.0,3.0,2.0,7,0.0,1.0,5.0,3,1.0,2.25,0.0,63.63,57.44,,6.0,5.0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
1.0,3.0,5.0,9,0.0,4.0,5.0,3,1.0,3.25,0.0,55.93,58.98,,6.0,6.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
1.0,3.0,6.0,10,2.0,2.0,5.0,3,0.0,3.0,0.0,36.29,39.21,,6.0,4.0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
5.0,3.0,6.0,6,0.0,0.0,5.0,3,0.0,,0.0,49.88,55.34,,6.0,,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
2.0,3.0,7.0,8,3.0,0.0,5.0,3,0.0,3.0,0.0,47.0,45.8,,6.0,3.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
1.0,3.0,2.0,8,3.0,,5.0,3,5.0,1.5,0.0,51.54,51.72,,6.0,5.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
1.0,,1.0,7,0.0,,5.0,3,0.0,2.5,0.0,51.79,58.71,,6.0,6.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
1.0,3.0,2.0,8,0.0,3.0,5.0,3,1.0,1.5,0.0,47.85,55.21,,6.0,5.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
3.0,3.0,2.0,8,0.0,0.0,5.0,3,0.0,,0.0,32.6,34.58,,6.0,4.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
5.0,3.0,2.0,5,2.0,0.0,10.0,3,0.0,,0.0,,43.96,,6.0,3.0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
1.0,3.0,3.0,6,3.0,0.0,5.0,3,0.0,,0.0,33.2,33.03,,6.0,2.0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
1.0,3.0,2.0,9,0.0,3.0,5.0,3,0.0,2.5,0.0,37.7,39.13,,7.0,5.0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
5.0,3.0,2.0,11,2.0,1.0,5.0,3,1.0,2.0,0.0,52.09,59.74,,7.0,3.0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
5.0,3.0,6.0,5,3.0,0.0,5.0,3,0.0,,0.0,39.35,34.5,,7.0,3.0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
2.0,3.0,5.0,10,3.0,4.0,5.0,3,3.0,4.0,1.0,67.65,65.37,,7.0,6.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
1.0,3.0,4.0,11,0.0,4.0,5.0,3,0.0,2.5,1.0,54.39,53.63,,7.0,5.0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
2.0,1.0,5.0,9,0.0,1.0,10.0,3,1.0,1.0,0.0,,59.52,,7.0,2.0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
1.0,3.0,4.0,10,,0.0,5.0,3,1.0,,0.0,46.34,44.76,,7.0,2.0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
2.0,3.0,4.0,10,0.0,3.0,5.0,3,1.0,2.25,1.0,55.64,60.79,,7.0,4.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
1.0,3.0,2.0,7,0.0,0.0,5.0,3,0.0,,0.0,28.47,35.58,,7.0,3.0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
2.0,3.0,2.0,4,0.0,3.0,5.0,3,1.0,3.75,1.0,65.9,63.58,,7.0,6.0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
5.0,3.0,6.0,4,2.0,2.0,5.0,3,1.0,2.25,1.0,54.36,61.82,,7.0,5.0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
7.0,3.0,2.0,7,2.0,,5.0,3,1.0,,0.0,43.9,46.84,,7.0,2.0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
1.0,3.0,4.0,10,0.0,,5.0,3,0.0,2.25,1.0,52.73,55.6,,7.0,5.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
5.0,,1.0,3,0.0,1.0,5.0,3,0.0,2.5,0.0,34.08,35.87,,7.0,5.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
,,,4,,0.0,10.0,3,,0.0,0.0,,47.12,,7.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
1.0,3.0,2.0,10,2.0,3.0,5.0,3,0.0,0.75,0.0,60.89,57.89,,7.0,4.0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
1.0,3.0,1.0,7,3.0,0.0,5.0,3,2.0,,0.0,33.88,42.11,,1.0,4.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
1.0,3.0,3.0,9,0.0,,5.0,3,2.0,2.5,1.0,58.73,59.76,,1.0,5.0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
5.0,3.0,2.0,11,0.0,3.0,5.0,3,0.0,3.5,1.0,57.24,59.16,,1.0,5.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
1.0,3.0,6.0,11,0.0,,5.0,3,0.0,3.5,1.0,54.39,51.93,,1.0,5.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
1.0,3.0,6.0,11,2.0,3.0,5.0,3,1.0,3.5,0.0,51.31,53.43,,1.0,5.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
2.0,3.0,4.0,13,3.0,4.0,1.0,3,1.0,2.0,0.0,55.82,56.25,,1.0,4.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
1.0,3.0,6.0,11,0.0,4.0,5.0,3,4.0,3.5,1.0,57.14,60.63,,1.0,6.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
1.0,3.0,6.0,12,0.0,4.0,5.0,3,2.0,3.0,1.0,57.68,60.16,,1.0,5.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
1.0,3.0,4.0,11,2.0,,1.0,3,0.0,3.25,0.0,37.81,39.41,,1.0,3.0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
1.0,3.0,7.0,12,2.0,3.0,8.0,3,1.0,1.5,1.0,,55.82,,1.0,4.0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
1.0,,4.0,9,2.0,0.0,10.0,3,0.0,,0.0,,43.34,,1.0,1.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
1.0,2.0,6.0,11,0.0,4.0,5.0,3,1.0,2.5,1.0,62.45,56.57,,1.0,6.0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
1.0,3.0,6.0,12,0.0,2.0,5.0,3,1.0,3.0,1.0,47.16,46.24,,1.0,3.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
1.0,3.0,6.0,12,0.0,3.0,5.0,3,2.0,2.25,0.0,58.28,58.59,,1.0,5.0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
1.0,2.0,6.0,10,0.0,,1.0,3,0.0,,0.0,47.27,48.97,,1.0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1.0,3.0,7.0,12,1.0,3.0,5.0,3,1.0,1.75,0.0,52.66,55.88,,1.0,4.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
7.0,3.0,6.0,9,1.0,0.0,5.0,3,0.0,,0.0,44.29,45.0,,1.0,4.0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
2.0,3.0,6.0,12,2.0,4.0,5.0,3,0.0,1.0,0.0,54.85,57.38,,1.0,2.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
5.0,3.0,6.0,9,0.0,0.0,10.0,3,1.0,,0.0,,52.46,,1.0,1.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
1.0,3.0,5.0,10,3.0,,5.0,3,1.0,3.25,1.0,56.2,54.93,,1.0,5.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
5.0,,2.0,9,,0.0,10.0,3,,,0.0,,53.43,,1.0,1.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
5.0,3.0,8.0,10,2.0,3.0,5.0,3,0.0,2.75,1.0,45.65,41.65,,1.0,4.0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
1.0,3.0,6.0,12,2.0,,1.0,3,2.0,2.25,1.0,55.85,59.0,,1.0,5.0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
1.0,3.0,6.0,12,2.0,,5.0,3,4.0,3.0,1.0,53.37,56.61,,1.0,6.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
5.0,3.0,2.0,2,0.0,4.0,5.0,3,0.0,2.75,1.0,63.42,62.75,,1.0,5.0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
4.0,3.0,6.0,12,2.0,0.0,8.0,3,1.0,,0.0,,35.95,,1.0,3.0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
1.0,3.0,8.0,12,0.0,4.0,5.0,3,3.0,4.0,1.0,70.19,66.98,,1.0,6.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
1.0,3.0,4.0,11,0.0,0.0,8.0,3,0.0,0.0,0.0,,51.39,,1.0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
1.0,3.0,2.0,11,2.0,2.0,5.0,3,1.0,2.75,0.0,43.85,38.27,,1.0,5.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
9.0,,2.0,11,,0.0,5.0,3,0.0,,0.0,37.34,56.4,,1.0,1.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
3.0,2.0,5.0,10,0.0,0.0,5.0,3,0.0,0.0,0.0,37.76,33.6,,1.0,2.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
2.0,,3.0,9,1.0,,5.0,3,0.0,2.75,1.0,46.35,51.8,,1.0,4.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
6.0,2.0,8.0,9,0.0,0.0,5.0,3,0.0,,0.0,48.98,49.58,,1.0,3.0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
4.0,3.0,2.0,8,0.0,0.0,10.0,3,1.0,,0.0,,44.07,,1.0,4.0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1
2.0,3.0,5.0,10,3.0,0.0,5.0,3,1.0,0.0,0.0,46.4,45.72,,1.0,2.0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
9.0,3.0,6.0,11,1.0,0.0,10.0,3,2.0,1.5,0.0,,50.26,,1.0,2.0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
1.0,3.0,7.0,11,0.0,3.0,5.0,3,2.0,3.0,0.0,53.27,51.54,,1.0,5.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
1.0,3.0,6.0,10,0.0,4.0,5.0,3,0.0,2.25,0.0,51.97,45.19,,1.0,5.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
5.0,3.0,5.0,6,0.0,,1.0,3,0.0,1.5,0.0,39.91,43.28,,1.0,1.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
1.0,3.0,6.0,12,2.0,1.0,5.0,3,1.0,2.75,0.0,51.74,49.72,,1.0,4.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
1.0,3.0,3.0,9,2.0,3.0,5.0,3,0.0,,1.0,57.53,51.43,,1.0,5.0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
2.0,3.0,2.0,3,0.0,0.0,10.0,3,0.0,,0.0,,37.31,,1.0,0.0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
1.0,3.0,5.0,7,0.0,0.0,5.0,3,0.0,1.5,0.0,46.26,42.36,,1.0,2.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
2.0,3.0,2.0,9,1.0,0.0,5.0,3,0.0,,0.0,40.53,37.98,,1.0,3.0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
2.0,3.0,6.0,10,0.0,0.0,1.0,3,1.0,2.5,0.0,46.58,47.38,,1.0,3.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
5.0,,5.0,8,2.0,3.0,8.0,3,1.0,2.25,0.0,,50.14,,3.0,3.0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
1.0,3.0,6.0,12,2.0,4.0,5.0,3,2.0,2.25,1.0,59.51,56.33,,3.0,4.0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
1.0,3.0,8.0,11,0.0,4.0,5.0,3,4.0,4.0,1.0,74.97,77.29,,3.0,6.0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
1.0,3.0,7.0,12,0.0,1.0,5.0,3,0.0,2.75,0.0,50.81,52.93,,3.0,4.0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
1.0,3.0,7.0,11,2.0,3.0,5.0,3,0.0,2.75,1.0,58.43,54.6,,3.0,5.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
2.0,3.0,3.0,11,0.0,4.0,5.0,3,2.0,3.25,1.0,65.54,63.04,,3.0,6.0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
1.0,3.0,7.0,11,0.0,,8.0,3,0.0,2.5,0.0,,55.45,,3.0,3.0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
6.0,2.0,5.0,11,0.0,0.0,5.0,3,1.0,0.5,0.0,41.96,42.67,,3.0,2.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
1.0,3.0,7.0,12,0.0,1.0,5.0,3,1.0,2.25,0.0,63.93,62.34,,3.0,4.0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
1.0,2.0,2.0,10,0.0,0.0,1.0,3,1.0,,0.0,43.84,46.92,,3.0,5.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
3.0,2.0,8.0,9,2.0,4.0,5.0,3,0.0,2.5,1.0,61.33,62.88,,3.0,5.0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
1.0,3.0,1.0,6,0.0,4.0,5.0,3,1.0,3.25,0.0,54.14,56.81,,3.0,6.0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
5.0,3.0,4.0,6,0.0,0.0,5.0,3,0.0,,0.0,44.41,46.65,,3.0,3.0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
5.0,,6.0,7,2.0,2.0,5.0,3,0.0,2.25,0.0,42.24,44.91,,3.0,4.0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
5.0,3.0,4.0,6,2.0,1.0,5.0,3,0.0,2.5,0.0,54.28,49.26,,3.0,2.0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
1.0,3.0,5.0,9,0.0,4.0,8.0,3,0.0,2.5,0.0,,53.32,,3.0,3.0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
6.0,2.0,5.0,11,1.0,,5.0,3,1.0,,0.0,61.13,60.28,,3.0,5.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
1.0,1.0,3.0,9,0.0,3.0,5.0,3,0.0,3.0,0.0,58.58,54.71,,3.0,6.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
1.0,1.0,6.0,11,0.0,1.0,5.0,3,0.0,2.75,0.0,34.11,37.82,,3.0,4.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
1.0,3.0,6.0,10,0.0,4.0,5.0,3,2.0,3.75,1.0,61.35,59.64,,3.0,6.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
9.0,3.0,3.0,5,0.0,1.0,8.0,3,0.0,,0.0,,56.59,,3.0,4.0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
1.0,3.0,3.0,10,0.0,1.0,5.0,3,0.0,2.5,0.0,49.72,49.14,,3.0,5.0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
1.0,3.0,5.0,10,0.0,1.0,5.0,3,1.0,2.0,0.0,41.57,43.85,,3.0,4.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
2.0,3.0,3.0,10,0.0,0.0,5.0,3,0.0,,0.0,40.85,40.13,,1.0,2.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
1.0,3.0,3.0,9,0.0,,5.0,3,1.0,,0.0,36.47,37.53,,1.0,,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
5.0,3.0,6.0,10,0.0,3.0,5.0,3,0.0,2.75,0.0,42.38,46.07,,1.0,4.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
1.0,2.0,2.0,10,0.0,4.0,5.0,3,0.0,3.0,1.0,50.75,55.76,,1.0,5.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
1.0,3.0,7.0,12,0.0,3.0,5.0,3,2.0,,0.0,40.33,36.03,,1.0,4.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
2.0,3.0,5.0,8,0.0,0.0,5.0,3,3.0,,0.0,27.04,30.48,,1.0,4.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
1.0,3.0,3.0,12,0.0,3.0,5.0,3,5.0,2.5,1.0,60.11,53.98,,1.0,6.0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
1.0,3.0,6.0,9,2.0,0.0,5.0,3,0.0,,0.0,42.09,37.67,,1.0,2.0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
2.0,3.0,2.0,10,0.0,,10.0,3,0.0,1.0,0.0,,44.89,,1.0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
1.0,3.0,6.0,11,0.0,4.0,5.0,3,0.0,2.75,1.0,60.85,60.1,,1.0,4.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
1.0,3.0,6.0,12,0.0,4.0,5.0,3,1.0,3.25,0.0,67.85,71.24,,1.0,4.0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
2.0,3.0,7.0,13,2.0,0.0,1.0,3,0.0,,0.0,34.87,35.3,,1.0,2.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
1.0,3.0,5.0,10,0.0,1.0,5.0,3,0.0,3.75,0.0,43.67,45.33,,1.0,3.0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
5.0,3.0,2.0,2,0.0,0.0,10.0,3,0.0,,0.0,,38.68,,1.0,2.0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
2.0,3.0,5.0,8,2.0,0.0,5.0,3,0.0,3.5,0.0,,43.74,,1.0,5.0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
5.0,3.0,8.0,11,1.0,4.0,5.0,3,0.0,,1.0,66.62,64.14,,1.0,6.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
